--- RISAT-2B Logs ---
[2025-01-01 00:00:00] Temperature: 18.1°C, Voltage: 3.81V, Current: 1.17A, Signal_Strength: -48dBm, Antenna_Angle: 153.26°, Roll: 1.23°, Pitch: -1.09°, Yaw: 1.62°, Packets_Sent: 1818, Status: OK
[2025-01-01 03:40:00] Temperature: 37.6°C, Voltage: 3.61V, Current: 1.42A, Signal_Strength: -70dBm, Antenna_Angle: 37.17°, Roll: -1.67°, Pitch: 0.56°, Yaw: 310.82°, Packets_Sent: 1872, Status: OK
[2025-01-01 03:41:00] Temperature: 27.6°C, Voltage: 3.53V, Current: 1.09A, Signal_Strength: -47dBm, Antenna_Angle: 116.63°, Roll: 1.76°, Pitch: -0.85°, Yaw: 197.46°, Packets_Sent: 1335, Status: OK
[2025-01-01 03:42:00] Temperature: 27.9°C, Voltage: 3.72V, Current: 0.43A, Signal_Strength: -51dBm, Antenna_Angle: 141.58°, Roll: -0.82°, Pitch: -0.12°, Yaw: 230.00°, Packets_Sent: 1201, Status: OK
[2025-01-01 03:43:00] Temperature: 37.6°C, Voltage: 3.75V, Current: 1.27A, Signal_Strength: -73dBm, Antenna_Angle: 34.62°, Roll: 0.70°, Pitch: 0.00°, Yaw: 36.54°, Packets_Sent: 1359, Status: OK
[2025-01-01 03:44:00] Temperature: 30.5°C, Voltage: 3.53V, Current: 0.91A, Signal_Strength: -74dBm, Antenna_Angle: 8.32°, Roll: -0.10°, Pitch: -0.48°, Yaw: 169.75°, Packets_Sent: 1326, Status: OK
[2025-01-01 03:45:00] Temperature: 39.9°C, Voltage: 3.45V, Current: 0.50A, Signal_Strength: -59dBm, Antenna_Angle: 152.50°, Roll: 1.84°, Pitch: 1.62°, Yaw: 6.88°, Packets_Sent: 1887, Status: OK
[2025-01-01 03:46:00] Temperature: 26.6°C, Voltage: 3.56V, Current: 0.63A, Signal_Strength: -71dBm, Antenna_Angle: 44.09°, Roll: -0.41°, Pitch: -1.21°, Yaw: 276.55°, Packets_Sent: 1484, Status: OK
[2025-01-01 03:47:00] Temperature: 28.3°C, Voltage: 3.52V, Current: 1.11A, Signal_Strength: -50dBm, Antenna_Angle: 269.51°, Roll: -0.45°, Pitch: 0.81°, Yaw: 124.01°, Packets_Sent: 1236, Status: OK
[2025-01-01 03:48:00] Temperature: 42.5°C, Voltage: 3.53V, Current: 0.52A, Signal_Strength: -71dBm, Antenna_Angle: 335.06°, Roll: -1.95°, Pitch: -0.42°, Yaw: 206.15°, Packets_Sent: 1515, Status: OK
[2025-01-01 03:49:00] Temperature: 34.9°C, Voltage: 3.85V, Current: 0.52A, Signal_Strength: -56dBm, Antenna_Angle: 252.90°, Roll: 0.87°, Pitch: 0.27°, Yaw: 31.83°, Packets_Sent: 1684, Status: OK
[2025-01-01 03:50:00] Temperature: 44.7°C, Voltage: 3.46V, Current: 1.15A, Signal_Strength: -58dBm, Antenna_Angle: 78.64°, Roll: 0.40°, Pitch: -1.87°, Yaw: 344.13°, Packets_Sent: 1351, Status: OK
[2025-01-01 03:51:00] Temperature: 25.5°C, Voltage: 3.76V, Current: 0.43A, Signal_Strength: -63dBm, Antenna_Angle: 258.62°, Roll: 0.93°, Pitch: -1.86°, Yaw: 271.56°, Packets_Sent: 1457, Status: OK
[2025-01-01 03:52:00] Temperature: 21.9°C, Voltage: 3.84V, Current: 0.64A, Signal_Strength: -47dBm, Antenna_Angle: 150.93°, Roll: 0.63°, Pitch: -1.18°, Yaw: 246.83°, Packets_Sent: 1887, Status: OK
[2025-01-01 03:53:00] Temperature: 18.0°C, Voltage: 3.47V, Current: 1.02A, Signal_Strength: -51dBm, Antenna_Angle: 95.51°, Roll: 1.82°, Pitch: 1.46°, Yaw: 177.70°, Packets_Sent: 1027, Status: OK
[2025-01-01 03:54:00] Temperature: 17.2°C, Voltage: 3.55V, Current: 1.00A, Signal_Strength: -72dBm, Antenna_Angle: 3.75°, Roll: 0.31°, Pitch: 0.84°, Yaw: 238.64°, Packets_Sent: 1479, Status: OK
[2025-01-01 03:55:00] Temperature: 15.7°C, Voltage: 3.79V, Current: 1.12A, Signal_Strength: -47dBm, Antenna_Angle: 321.70°, Roll: -1.40°, Pitch: 0.25°, Yaw: 317.40°, Packets_Sent: 979, Status: OK
[2025-01-01 03:56:00] Temperature: 42.8°C, Voltage: 3.61V, Current: 1.00A, Signal_Strength: -74dBm, Antenna_Angle: 347.32°, Roll: -1.01°, Pitch: -1.42°, Yaw: 343.71°, Packets_Sent: 981, Status: OK
[2025-01-01 03:57:00] Temperature: 22.7°C, Voltage: 3.81V, Current: 1.43A, Signal_Strength: -66dBm, Antenna_Angle: 94.01°, Roll: 1.99°, Pitch: -1.16°, Yaw: 71.09°, Packets_Sent: 1219, Status: OK
[2025-01-01 03:58:00] Temperature: 35.9°C, Voltage: 3.68V, Current: 1.14A, Signal_Strength: -60dBm, Antenna_Angle: 338.11°, Roll: -1.18°, Pitch: 0.17°, Yaw: 21.15°, Packets_Sent: 1104, Status: OK
[2025-01-01 03:59:00] Temperature: 29.4°C, Voltage: 3.79V, Current: 1.37A, Signal_Strength: -51dBm, Antenna_Angle: 41.76°, Roll: 1.13°, Pitch: -1.61°, Yaw: 245.46°, Packets_Sent: 1176, Status: OK
[2025-01-01 04:00:00] Temperature: 39.5°C, Voltage: 3.85V, Current: 0.73A, Signal_Strength: -61dBm, Antenna_Angle: 312.27°, Roll: 1.88°, Pitch: 0.08°, Yaw: 289.07°, Packets_Sent: 1230, Status: OK
[2025-01-01 04:01:00] Temperature: 17.8°C, Voltage: 3.50V, Current: 0.99A, Signal_Strength: -49dBm, Antenna_Angle: 107.66°, Roll: 1.63°, Pitch: 1.74°, Yaw: 27.03°, Packets_Sent: 1179, Status: OK
[2025-01-01 04:02:00] Temperature: 21.4°C, Voltage: 3.62V, Current: 1.33A, Signal_Strength: -64dBm, Antenna_Angle: 137.00°, Roll: -1.25°, Pitch: -1.71°, Yaw: 199.47°, Packets_Sent: 1777, Status: OK
[2025-01-01 04:03:00] Temperature: 16.1°C, Voltage: 3.70V, Current: 0.73A, Signal_Strength: -46dBm, Antenna_Angle: 236.74°, Roll: -1.51°, Pitch: 0.31°, Yaw: 103.05°, Packets_Sent: 1676, Status: OK
[2025-01-01 04:04:00] Temperature: 19.6°C, Voltage: 3.59V, Current: 1.36A, Signal_Strength: -73dBm, Antenna_Angle: 85.49°, Roll: -1.13°, Pitch: -1.79°, Yaw: 214.85°, Packets_Sent: 1587, Status: OK
[2025-01-01 04:05:00] Temperature: 34.9°C, Voltage: 3.61V, Current: 0.85A, Signal_Strength: -67dBm, Antenna_Angle: 123.98°, Roll: 1.99°, Pitch: -1.30°, Yaw: 236.15°, Packets_Sent: 1242, Status: OK
[2025-01-01 04:06:00] Temperature: 41.8°C, Voltage: 3.45V, Current: 1.10A, Signal_Strength: -67dBm, Antenna_Angle: 259.43°, Roll: 1.74°, Pitch: -0.13°, Yaw: 195.40°, Packets_Sent: 1033, Status: OK
[2025-01-01 04:07:00] Temperature: 23.3°C, Voltage: 3.66V, Current: 1.40A, Signal_Strength: -104dBm, Antenna_Angle: 217.62°, Roll: 0.28°, Pitch: 1.80°, Yaw: 79.52°, Packets_Sent: 1937, Status: Critical
[2025-01-01 04:08:00] Temperature: 44.7°C, Voltage: 3.73V, Current: 0.77A, Signal_Strength: -61dBm, Antenna_Angle: 338.06°, Roll: -1.17°, Pitch: -0.54°, Yaw: 181.75°, Packets_Sent: 1723, Status: OK
[2025-01-01 04:09:00] Temperature: 92.5°C, Voltage: 2.89V, Current: 1.10A, Signal_Strength: -100dBm, Antenna_Angle: 56.18°, Roll: -1.47°, Pitch: 0.61°, Yaw: 145.83°, Packets_Sent: 1727, Status: Critical
[2025-01-01 04:10:00] Temperature: 17.5°C, Voltage: 3.79V, Current: 1.12A, Signal_Strength: -67dBm, Antenna_Angle: 301.97°, Roll: 1.95°, Pitch: -0.49°, Yaw: 233.38°, Packets_Sent: 910, Status: OK
[2025-01-01 04:11:00] Temperature: 40.8°C, Voltage: 3.55V, Current: 1.27A, Signal_Strength: -60dBm, Antenna_Angle: 280.08°, Roll: 1.51°, Pitch: -1.99°, Yaw: 229.74°, Packets_Sent: 1110, Status: OK
[2025-01-01 04:12:00] Temperature: 27.3°C, Voltage: 3.69V, Current: 1.14A, Signal_Strength: -45dBm, Antenna_Angle: 289.51°, Roll: -0.06°, Pitch: 0.15°, Yaw: 2.77°, Packets_Sent: 1105, Status: OK
[2025-01-01 04:13:00] Temperature: 20.8°C, Voltage: 3.74V, Current: 0.53A, Signal_Strength: -49dBm, Antenna_Angle: 237.45°, Roll: -1.08°, Pitch: 0.21°, Yaw: 65.15°, Packets_Sent: 1186, Status: OK
[2025-01-01 04:14:00] Temperature: 72.7°C, Voltage: 3.66V, Current: 0.92A, Signal_Strength: -49dBm, Antenna_Angle: 189.36°, Roll: 2.00°, Pitch: 0.36°, Yaw: 106.97°, Packets_Sent: 1633, Status: Warning
[2025-01-01 04:15:00] Temperature: 37.5°C, Voltage: 3.56V, Current: 1.07A, Signal_Strength: -102dBm, Antenna_Angle: 134.29°, Roll: 0.82°, Pitch: 1.74°, Yaw: 124.93°, Packets_Sent: 1108, Status: Critical
[2025-01-01 04:16:00] Temperature: 44.0°C, Voltage: 3.83V, Current: 1.42A, Signal_Strength: -70dBm, Antenna_Angle: 231.52°, Roll: 1.69°, Pitch: -1.97°, Yaw: 334.60°, Packets_Sent: 1168, Status: OK
[2025-01-01 04:17:00] Temperature: 72.4°C, Voltage: 3.82V, Current: 0.80A, Signal_Strength: -60dBm, Antenna_Angle: 352.99°, Roll: 0.10°, Pitch: -1.88°, Yaw: 333.58°, Packets_Sent: 1851, Status: Warning
[2025-01-01 04:18:00] Temperature: 24.0°C, Voltage: 3.70V, Current: 1.40A, Signal_Strength: -54dBm, Antenna_Angle: 118.59°, Roll: -1.69°, Pitch: -0.67°, Yaw: 273.25°, Packets_Sent: 1517, Status: OK
[2025-01-01 04:19:00] Temperature: 30.3°C, Voltage: 3.81V, Current: 1.42A, Signal_Strength: -67dBm, Antenna_Angle: 169.03°, Roll: 1.20°, Pitch: -0.85°, Yaw: 318.15°, Packets_Sent: 1739, Status: OK
[2025-01-01 04:20:00] Temperature: 16.1°C, Voltage: 3.48V, Current: 0.96A, Signal_Strength: -58dBm, Antenna_Angle: 219.68°, Roll: -0.46°, Pitch: 1.02°, Yaw: 179.17°, Packets_Sent: 946, Status: OK
[2025-01-01 04:21:00] Temperature: 34.3°C, Voltage: 3.84V, Current: 1.14A, Signal_Strength: -68dBm, Antenna_Angle: 200.99°, Roll: 0.67°, Pitch: -1.61°, Yaw: 296.60°, Packets_Sent: 1136, Status: OK
[2025-01-01 04:22:00] Temperature: 42.1°C, Voltage: 3.63V, Current: 1.42A, Signal_Strength: -48dBm, Antenna_Angle: 295.92°, Roll: 0.39°, Pitch: -1.95°, Yaw: 293.15°, Packets_Sent: 1724, Status: OK
[2025-01-01 04:23:00] Temperature: 43.7°C, Voltage: 3.82V, Current: 1.26A, Signal_Strength: -57dBm, Antenna_Angle: 110.18°, Roll: 0.18°, Pitch: -0.89°, Yaw: 207.32°, Packets_Sent: 942, Status: OK
[2025-01-01 04:24:00] Temperature: 40.0°C, Voltage: 3.69V, Current: 0.87A, Signal_Strength: -56dBm, Antenna_Angle: 248.20°, Roll: 1.58°, Pitch: 0.08°, Yaw: 288.35°, Packets_Sent: 1635, Status: OK
[2025-01-01 04:25:00] Temperature: 26.3°C, Voltage: 3.74V, Current: 0.83A, Signal_Strength: -62dBm, Antenna_Angle: 86.61°, Roll: 1.02°, Pitch: -0.51°, Yaw: 321.72°, Packets_Sent: 1826, Status: OK
[2025-01-01 04:26:00] Temperature: 24.6°C, Voltage: 3.63V, Current: 0.50A, Signal_Strength: -68dBm, Antenna_Angle: 238.99°, Roll: -0.80°, Pitch: 1.60°, Yaw: 21.09°, Packets_Sent: 1041, Status: OK
[2025-01-01 04:27:00] Temperature: 34.1°C, Voltage: 3.65V, Current: 0.61A, Signal_Strength: -53dBm, Antenna_Angle: 221.74°, Roll: 0.56°, Pitch: 1.40°, Yaw: 106.47°, Packets_Sent: 1229, Status: OK
[2025-01-01 04:28:00] Temperature: 38.2°C, Voltage: 3.65V, Current: 1.40A, Signal_Strength: -65dBm, Antenna_Angle: 315.51°, Roll: 0.13°, Pitch: 0.70°, Yaw: 86.54°, Packets_Sent: 918, Status: OK
[2025-01-01 04:29:00] Temperature: 22.5°C, Voltage: 3.54V, Current: 0.96A, Signal_Strength: -52dBm, Antenna_Angle: 98.60°, Roll: 0.84°, Pitch: -0.77°, Yaw: 259.25°, Packets_Sent: 1830, Status: OK
[2025-01-01 04:30:00] Temperature: 43.3°C, Voltage: 3.61V, Current: 0.52A, Signal_Strength: -59dBm, Antenna_Angle: 113.51°, Roll: 1.38°, Pitch: 0.34°, Yaw: 10.37°, Packets_Sent: 1477, Status: OK
[2025-01-01 04:31:00] Temperature: 30.0°C, Voltage: 3.77V, Current: 0.42A, Signal_Strength: -67dBm, Antenna_Angle: 132.81°, Roll: -1.04°, Pitch: 1.05°, Yaw: 79.78°, Packets_Sent: 1025, Status: OK
[2025-01-01 04:32:00] Temperature: 38.8°C, Voltage: 3.72V, Current: 0.72A, Signal_Strength: -70dBm, Antenna_Angle: 80.00°, Roll: -0.71°, Pitch: 0.15°, Yaw: 291.75°, Packets_Sent: 1069, Status: OK
[2025-01-01 04:33:00] Temperature: 21.8°C, Voltage: 3.56V, Current: 1.40A, Signal_Strength: -71dBm, Antenna_Angle: 156.63°, Roll: 1.62°, Pitch: 0.76°, Yaw: 216.03°, Packets_Sent: 1276, Status: OK
[2025-01-01 04:34:00] Temperature: 18.0°C, Voltage: 3.57V, Current: 0.57A, Signal_Strength: -71dBm, Antenna_Angle: 47.17°, Roll: -1.65°, Pitch: -0.14°, Yaw: 333.93°, Packets_Sent: 1518, Status: OK
[2025-01-01 04:35:00] Temperature: 18.6°C, Voltage: 3.72V, Current: 1.05A, Signal_Strength: -48dBm, Antenna_Angle: 137.68°, Roll: -0.10°, Pitch: 1.96°, Yaw: 1.78°, Packets_Sent: 1329, Status: OK
[2025-01-01 04:36:00] Temperature: 18.8°C, Voltage: 3.59V, Current: 0.44A, Signal_Strength: -69dBm, Antenna_Angle: 302.03°, Roll: 0.00°, Pitch: -0.79°, Yaw: 280.88°, Packets_Sent: 1221, Status: OK
[2025-01-01 04:37:00] Temperature: 15.2°C, Voltage: 3.51V, Current: 0.86A, Signal_Strength: -55dBm, Antenna_Angle: 17.55°, Roll: 0.57°, Pitch: -1.15°, Yaw: 222.83°, Packets_Sent: 1390, Status: OK
[2025-01-01 04:38:00] Temperature: 29.6°C, Voltage: 3.69V, Current: 0.40A, Signal_Strength: -56dBm, Antenna_Angle: 66.17°, Roll: -0.28°, Pitch: -0.49°, Yaw: 66.31°, Packets_Sent: 1599, Status: OK
[2025-01-01 04:39:00] Temperature: 36.5°C, Voltage: 3.72V, Current: 1.17A, Signal_Strength: -73dBm, Antenna_Angle: 266.38°, Roll: 1.88°, Pitch: -0.76°, Yaw: 261.75°, Packets_Sent: 1624, Status: OK
[2025-01-01 04:40:00] Temperature: 33.6°C, Voltage: 3.81V, Current: 0.65A, Signal_Strength: -66dBm, Antenna_Angle: 280.66°, Roll: -1.45°, Pitch: -1.06°, Yaw: 346.44°, Packets_Sent: 1344, Status: OK
[2025-01-01 04:41:00] Temperature: 83.1°C, Voltage: 3.82V, Current: 0.99A, Signal_Strength: -73dBm, Antenna_Angle: 119.34°, Roll: -0.24°, Pitch: -0.85°, Yaw: 88.22°, Packets_Sent: 1493, Status: Critical
[2025-01-01 04:42:00] Temperature: 43.3°C, Voltage: 3.59V, Current: 1.15A, Signal_Strength: -54dBm, Antenna_Angle: 37.59°, Roll: 0.68°, Pitch: 1.90°, Yaw: 154.04°, Packets_Sent: 1064, Status: OK
[2025-01-01 04:43:00] Temperature: 27.8°C, Voltage: 3.47V, Current: 0.59A, Signal_Strength: -61dBm, Antenna_Angle: 322.67°, Roll: -1.73°, Pitch: -1.89°, Yaw: 207.17°, Packets_Sent: 1756, Status: OK
[2025-01-01 04:44:00] Temperature: 39.6°C, Voltage: 3.71V, Current: 0.92A, Signal_Strength: -73dBm, Antenna_Angle: 238.38°, Roll: -1.38°, Pitch: -1.02°, Yaw: 243.06°, Packets_Sent: 1022, Status: OK
[2025-01-01 04:45:00] Temperature: 33.8°C, Voltage: 3.72V, Current: 0.89A, Signal_Strength: -63dBm, Antenna_Angle: 297.32°, Roll: -1.18°, Pitch: -1.02°, Yaw: 54.42°, Packets_Sent: 1775, Status: OK
[2025-01-01 04:46:00] Temperature: 18.7°C, Voltage: 3.59V, Current: 0.57A, Signal_Strength: -49dBm, Antenna_Angle: 136.27°, Roll: 0.88°, Pitch: 0.59°, Yaw: 132.34°, Packets_Sent: 1958, Status: OK
[2025-01-01 04:47:00] Temperature: 29.9°C, Voltage: 3.48V, Current: 1.33A, Signal_Strength: -57dBm, Antenna_Angle: 69.32°, Roll: -1.88°, Pitch: 0.99°, Yaw: 163.28°, Packets_Sent: 982, Status: OK
[2025-01-01 04:48:00] Temperature: 42.2°C, Voltage: 3.68V, Current: 0.99A, Signal_Strength: -48dBm, Antenna_Angle: 53.46°, Roll: 0.81°, Pitch: -1.71°, Yaw: 51.55°, Packets_Sent: 1398, Status: OK
[2025-01-01 04:49:00] Temperature: 33.0°C, Voltage: 3.70V, Current: 1.34A, Signal_Strength: -64dBm, Antenna_Angle: 75.13°, Roll: 1.02°, Pitch: 0.14°, Yaw: 92.83°, Packets_Sent: 1880, Status: OK
[2025-01-01 04:50:00] Temperature: 31.6°C, Voltage: 3.77V, Current: 0.95A, Signal_Strength: -65dBm, Antenna_Angle: 25.77°, Roll: 1.58°, Pitch: 1.68°, Yaw: 50.20°, Packets_Sent: 1598, Status: OK
[2025-01-01 04:51:00] Temperature: 38.4°C, Voltage: 3.72V, Current: 0.43A, Signal_Strength: -63dBm, Antenna_Angle: 127.11°, Roll: -0.43°, Pitch: -1.26°, Yaw: 160.24°, Packets_Sent: 1776, Status: OK
[2025-01-01 04:52:00] Temperature: 21.6°C, Voltage: 3.80V, Current: 0.47A, Signal_Strength: -71dBm, Antenna_Angle: 65.91°, Roll: -0.74°, Pitch: -0.62°, Yaw: 346.40°, Packets_Sent: 1472, Status: OK
[2025-01-01 04:53:00] Temperature: 29.7°C, Voltage: 3.78V, Current: 1.14A, Signal_Strength: -66dBm, Antenna_Angle: 270.49°, Roll: 1.91°, Pitch: -0.96°, Yaw: 158.86°, Packets_Sent: 1861, Status: OK
[2025-01-01 04:54:00] Temperature: 86.6°C, Voltage: 3.18V, Current: 1.30A, Signal_Strength: -104dBm, Antenna_Angle: 254.93°, Roll: -1.91°, Pitch: -0.37°, Yaw: 49.71°, Packets_Sent: 1146, Status: Critical
[2025-01-01 04:55:00] Temperature: 26.5°C, Voltage: 3.82V, Current: 1.34A, Signal_Strength: -71dBm, Antenna_Angle: 241.97°, Roll: 1.06°, Pitch: 1.00°, Yaw: 315.29°, Packets_Sent: 1763, Status: OK
[2025-01-01 04:56:00] Temperature: 20.4°C, Voltage: 3.83V, Current: 1.21A, Signal_Strength: -54dBm, Antenna_Angle: 220.99°, Roll: -0.97°, Pitch: 1.51°, Yaw: 311.92°, Packets_Sent: 1341, Status: OK
[2025-01-01 04:57:00] Temperature: 32.3°C, Voltage: 3.57V, Current: 1.36A, Signal_Strength: -55dBm, Antenna_Angle: 324.36°, Roll: -1.41°, Pitch: -1.22°, Yaw: 321.46°, Packets_Sent: 1281, Status: OK
[2025-01-01 04:58:00] Temperature: 44.5°C, Voltage: 3.73V, Current: 1.34A, Signal_Strength: -55dBm, Antenna_Angle: 251.64°, Roll: 1.64°, Pitch: 1.89°, Yaw: 260.29°, Packets_Sent: 1487, Status: OK
[2025-01-01 04:59:00] Temperature: 41.3°C, Voltage: 3.60V, Current: 1.35A, Signal_Strength: -66dBm, Antenna_Angle: 235.95°, Roll: -1.90°, Pitch: -1.08°, Yaw: 219.94°, Packets_Sent: 1839, Status: OK
[2025-01-01 05:00:00] Temperature: 23.8°C, Voltage: 3.67V, Current: 1.32A, Signal_Strength: -47dBm, Antenna_Angle: 341.09°, Roll: -1.23°, Pitch: 0.58°, Yaw: 317.09°, Packets_Sent: 1397, Status: OK
[2025-01-01 05:01:00] Temperature: 42.8°C, Voltage: 3.73V, Current: 0.70A, Signal_Strength: -73dBm, Antenna_Angle: 332.10°, Roll: -0.40°, Pitch: 0.92°, Yaw: 4.23°, Packets_Sent: 1899, Status: OK
[2025-01-01 05:02:00] Temperature: 33.9°C, Voltage: 3.72V, Current: 1.33A, Signal_Strength: -51dBm, Antenna_Angle: 290.88°, Roll: -1.20°, Pitch: -1.55°, Yaw: 355.83°, Packets_Sent: 1773, Status: OK
[2025-01-01 05:03:00] Temperature: 39.8°C, Voltage: 3.46V, Current: 1.44A, Signal_Strength: -74dBm, Antenna_Angle: 319.71°, Roll: -0.83°, Pitch: 1.67°, Yaw: 45.54°, Packets_Sent: 1960, Status: OK
[2025-01-01 05:04:00] Temperature: 38.2°C, Voltage: 3.80V, Current: 0.62A, Signal_Strength: -45dBm, Antenna_Angle: 76.50°, Roll: 0.70°, Pitch: -0.48°, Yaw: 340.91°, Packets_Sent: 1824, Status: OK
[2025-01-01 05:05:00] Temperature: 43.2°C, Voltage: 3.73V, Current: 1.07A, Signal_Strength: -60dBm, Antenna_Angle: 266.42°, Roll: 0.79°, Pitch: -0.48°, Yaw: 306.65°, Packets_Sent: 1075, Status: OK
[2025-01-01 05:06:00] Temperature: 22.6°C, Voltage: 3.82V, Current: 1.38A, Signal_Strength: -49dBm, Antenna_Angle: 215.78°, Roll: 0.25°, Pitch: -0.52°, Yaw: 150.95°, Packets_Sent: 949, Status: OK
[2025-01-01 05:07:00] Temperature: 40.0°C, Voltage: 3.50V, Current: 0.61A, Signal_Strength: -67dBm, Antenna_Angle: 133.05°, Roll: 1.63°, Pitch: 1.72°, Yaw: 134.71°, Packets_Sent: 1091, Status: OK
[2025-01-01 05:08:00] Temperature: 44.1°C, Voltage: 3.80V, Current: 0.49A, Signal_Strength: -48dBm, Antenna_Angle: 105.04°, Roll: -0.10°, Pitch: 1.15°, Yaw: 191.01°, Packets_Sent: 1124, Status: OK
[2025-01-01 05:09:00] Temperature: 36.3°C, Voltage: 3.47V, Current: 1.37A, Signal_Strength: -68dBm, Antenna_Angle: 188.61°, Roll: 0.31°, Pitch: 1.03°, Yaw: 264.70°, Packets_Sent: 1943, Status: OK
[2025-01-01 05:10:00] Temperature: 34.1°C, Voltage: 3.47V, Current: 0.47A, Signal_Strength: -68dBm, Antenna_Angle: 125.48°, Roll: 1.57°, Pitch: -0.64°, Yaw: 247.35°, Packets_Sent: 1688, Status: OK
[2025-01-01 05:11:00] Temperature: 73.9°C, Voltage: 3.70V, Current: 0.51A, Signal_Strength: -60dBm, Antenna_Angle: 78.20°, Roll: -0.17°, Pitch: -0.59°, Yaw: 17.98°, Packets_Sent: 1535, Status: Warning
[2025-01-01 05:12:00] Temperature: 27.1°C, Voltage: 3.82V, Current: 0.82A, Signal_Strength: -62dBm, Antenna_Angle: 175.34°, Roll: 0.20°, Pitch: -1.86°, Yaw: 346.33°, Packets_Sent: 1823, Status: OK
[2025-01-01 05:13:00] Temperature: 19.6°C, Voltage: 3.64V, Current: 1.40A, Signal_Strength: -72dBm, Antenna_Angle: 323.08°, Roll: 0.78°, Pitch: 0.58°, Yaw: 73.51°, Packets_Sent: 1979, Status: OK
[2025-01-01 05:14:00] Temperature: 28.1°C, Voltage: 3.49V, Current: 0.97A, Signal_Strength: -63dBm, Antenna_Angle: 353.13°, Roll: 1.91°, Pitch: -1.55°, Yaw: 204.74°, Packets_Sent: 1959, Status: OK
[2025-01-01 05:15:00] Temperature: 39.9°C, Voltage: 3.63V, Current: 1.04A, Signal_Strength: -54dBm, Antenna_Angle: 72.71°, Roll: -1.36°, Pitch: -1.74°, Yaw: 313.11°, Packets_Sent: 1307, Status: OK
[2025-01-01 05:16:00] Temperature: 40.9°C, Voltage: 3.58V, Current: 1.48A, Signal_Strength: -69dBm, Antenna_Angle: 68.25°, Roll: 0.57°, Pitch: -1.73°, Yaw: 125.20°, Packets_Sent: 1630, Status: OK
[2025-01-01 05:17:00] Temperature: 36.2°C, Voltage: 3.67V, Current: 0.67A, Signal_Strength: -46dBm, Antenna_Angle: 355.45°, Roll: -1.35°, Pitch: -1.36°, Yaw: 144.06°, Packets_Sent: 1942, Status: OK
[2025-01-01 05:18:00] Temperature: 29.0°C, Voltage: 3.76V, Current: 0.93A, Signal_Strength: -58dBm, Antenna_Angle: 23.95°, Roll: 0.16°, Pitch: -0.93°, Yaw: 153.11°, Packets_Sent: 1576, Status: OK
[2025-01-01 05:19:00] Temperature: 33.1°C, Voltage: 3.53V, Current: 1.30A, Signal_Strength: -52dBm, Antenna_Angle: 2.33°, Roll: -0.64°, Pitch: -1.37°, Yaw: 297.26°, Packets_Sent: 1955, Status: OK
[2025-01-01 05:20:00] Temperature: 37.6°C, Voltage: 3.62V, Current: 1.02A, Signal_Strength: -56dBm, Antenna_Angle: 91.81°, Roll: 0.55°, Pitch: 1.24°, Yaw: 255.64°, Packets_Sent: 1042, Status: OK
[2025-01-01 05:21:00] Temperature: 18.8°C, Voltage: 3.66V, Current: 1.44A, Signal_Strength: -62dBm, Antenna_Angle: 348.57°, Roll: 1.22°, Pitch: -0.13°, Yaw: 68.56°, Packets_Sent: 909, Status: OK
[2025-01-01 05:22:00] Temperature: 31.1°C, Voltage: 3.68V, Current: 0.92A, Signal_Strength: -48dBm, Antenna_Angle: 303.24°, Roll: 1.06°, Pitch: -1.10°, Yaw: 311.40°, Packets_Sent: 1835, Status: OK
[2025-01-01 05:23:00] Temperature: 43.5°C, Voltage: 3.77V, Current: 0.92A, Signal_Strength: -47dBm, Antenna_Angle: 342.04°, Roll: -1.52°, Pitch: 1.04°, Yaw: 105.29°, Packets_Sent: 1137, Status: OK
[2025-01-01 05:24:00] Temperature: 35.8°C, Voltage: 3.09V, Current: 0.95A, Signal_Strength: -63dBm, Antenna_Angle: 0.39°, Roll: -1.97°, Pitch: 1.63°, Yaw: 52.71°, Packets_Sent: 1025, Status: Warning
[2025-01-01 05:25:00] Temperature: 23.4°C, Voltage: 3.53V, Current: 1.14A, Signal_Strength: -60dBm, Antenna_Angle: 319.83°, Roll: -0.60°, Pitch: 0.63°, Yaw: 305.55°, Packets_Sent: 1006, Status: OK
[2025-01-01 05:26:00] Temperature: 28.4°C, Voltage: 3.64V, Current: 1.23A, Signal_Strength: -50dBm, Antenna_Angle: 282.13°, Roll: 1.74°, Pitch: 0.71°, Yaw: 209.72°, Packets_Sent: 1774, Status: OK
[2025-01-01 05:27:00] Temperature: 26.3°C, Voltage: 3.73V, Current: 0.88A, Signal_Strength: -52dBm, Antenna_Angle: 144.94°, Roll: -0.37°, Pitch: -1.84°, Yaw: 219.38°, Packets_Sent: 1832, Status: OK
[2025-01-01 05:28:00] Temperature: 30.7°C, Voltage: 3.54V, Current: 0.72A, Signal_Strength: -67dBm, Antenna_Angle: 6.29°, Roll: -1.39°, Pitch: 1.74°, Yaw: 302.26°, Packets_Sent: 1650, Status: OK
[2025-01-01 05:29:00] Temperature: 44.6°C, Voltage: 3.60V, Current: 1.18A, Signal_Strength: -69dBm, Antenna_Angle: 165.20°, Roll: 1.83°, Pitch: -1.27°, Yaw: 301.60°, Packets_Sent: 1310, Status: OK
