--- Cartosat-2C Logs ---
[2025-01-01 00:00:00] Temperature: 34.2°C, Voltage: 3.46V, Current: 0.70A, Signal_Strength: -68dBm, Antenna_Angle: 265.12°, Roll: 0.36°, Pitch: -1.87°, Yaw: 33.73°, Packets_Sent: 1078, Status: OK
[2025-01-01 03:40:00] Temperature: 38.5°C, Voltage: 3.80V, Current: 0.41A, Signal_Strength: -63dBm, Antenna_Angle: 280.49°, Roll: 0.29°, Pitch: -1.32°, Yaw: 137.06°, Packets_Sent: 1397, Status: OK
[2025-01-01 03:41:00] Temperature: 24.0°C, Voltage: 3.65V, Current: 0.47A, Signal_Strength: -62dBm, Antenna_Angle: 151.59°, Roll: 1.13°, Pitch: -0.56°, Yaw: 339.91°, Packets_Sent: 1891, Status: OK
[2025-01-01 03:42:00] Temperature: 29.9°C, Voltage: 3.70V, Current: 0.90A, Signal_Strength: -71dBm, Antenna_Angle: 2.44°, Roll: -0.67°, Pitch: 0.48°, Yaw: 289.46°, Packets_Sent: 1710, Status: OK
[2025-01-01 03:43:00] Temperature: 25.0°C, Voltage: 3.78V, Current: 1.35A, Signal_Strength: -46dBm, Antenna_Angle: 49.00°, Roll: 0.41°, Pitch: 0.78°, Yaw: 172.44°, Packets_Sent: 1556, Status: OK
[2025-01-01 03:44:00] Temperature: 26.9°C, Voltage: 3.58V, Current: 1.21A, Signal_Strength: -56dBm, Antenna_Angle: 348.39°, Roll: -0.70°, Pitch: -0.88°, Yaw: 282.90°, Packets_Sent: 1396, Status: OK
[2025-01-01 03:45:00] Temperature: 43.0°C, Voltage: 3.53V, Current: 1.50A, Signal_Strength: -70dBm, Antenna_Angle: 276.33°, Roll: 1.81°, Pitch: -0.15°, Yaw: 255.01°, Packets_Sent: 955, Status: OK
[2025-01-01 03:46:00] Temperature: 23.7°C, Voltage: 3.73V, Current: 1.30A, Signal_Strength: -51dBm, Antenna_Angle: 147.29°, Roll: -1.44°, Pitch: -0.79°, Yaw: 90.96°, Packets_Sent: 1922, Status: OK
[2025-01-01 03:47:00] Temperature: 27.7°C, Voltage: 3.60V, Current: 0.89A, Signal_Strength: -57dBm, Antenna_Angle: 209.60°, Roll: 0.03°, Pitch: 1.68°, Yaw: 249.01°, Packets_Sent: 1994, Status: OK
[2025-01-01 03:48:00] Temperature: 38.7°C, Voltage: 3.59V, Current: 1.39A, Signal_Strength: -59dBm, Antenna_Angle: 229.74°, Roll: -1.56°, Pitch: -1.01°, Yaw: 239.28°, Packets_Sent: 1074, Status: OK
[2025-01-01 03:49:00] Temperature: 33.4°C, Voltage: 3.68V, Current: 1.11A, Signal_Strength: -56dBm, Antenna_Angle: 348.04°, Roll: 1.86°, Pitch: -0.28°, Yaw: 3.80°, Packets_Sent: 1579, Status: OK
[2025-01-01 03:50:00] Temperature: 30.3°C, Voltage: 3.66V, Current: 1.04A, Signal_Strength: -58dBm, Antenna_Angle: 160.48°, Roll: -0.15°, Pitch: 0.72°, Yaw: 248.55°, Packets_Sent: 1701, Status: OK
[2025-01-01 03:51:00] Temperature: 44.9°C, Voltage: 3.64V, Current: 0.72A, Signal_Strength: -47dBm, Antenna_Angle: 30.91°, Roll: -0.61°, Pitch: -0.63°, Yaw: 282.33°, Packets_Sent: 1190, Status: OK
[2025-01-01 03:52:00] Temperature: 25.4°C, Voltage: 3.49V, Current: 1.19A, Signal_Strength: -61dBm, Antenna_Angle: 24.18°, Roll: 1.24°, Pitch: -1.54°, Yaw: 305.70°, Packets_Sent: 991, Status: OK
[2025-01-01 03:53:00] Temperature: 35.3°C, Voltage: 3.52V, Current: 1.48A, Signal_Strength: -68dBm, Antenna_Angle: 62.80°, Roll: -0.68°, Pitch: -0.29°, Yaw: 166.33°, Packets_Sent: 1227, Status: OK
[2025-01-01 03:54:00] Temperature: 33.9°C, Voltage: 3.52V, Current: 1.12A, Signal_Strength: -63dBm, Antenna_Angle: 265.45°, Roll: -0.20°, Pitch: -0.28°, Yaw: 1.60°, Packets_Sent: 1304, Status: OK
[2025-01-01 03:55:00] Temperature: 23.4°C, Voltage: 3.73V, Current: 1.28A, Signal_Strength: -58dBm, Antenna_Angle: 287.81°, Roll: -1.25°, Pitch: -0.70°, Yaw: 164.71°, Packets_Sent: 1999, Status: OK
[2025-01-01 03:56:00] Temperature: 40.9°C, Voltage: 3.66V, Current: 1.10A, Signal_Strength: -57dBm, Antenna_Angle: 220.06°, Roll: -0.61°, Pitch: 1.38°, Yaw: 222.24°, Packets_Sent: 1133, Status: OK
[2025-01-01 03:57:00] Temperature: 36.2°C, Voltage: 3.57V, Current: 1.08A, Signal_Strength: -72dBm, Antenna_Angle: 48.22°, Roll: -1.05°, Pitch: -1.53°, Yaw: 134.39°, Packets_Sent: 1141, Status: OK
[2025-01-01 03:58:00] Temperature: 26.7°C, Voltage: 3.69V, Current: 1.03A, Signal_Strength: -62dBm, Antenna_Angle: 175.20°, Roll: 0.77°, Pitch: 0.58°, Yaw: 359.95°, Packets_Sent: 2000, Status: OK
[2025-01-01 03:59:00] Temperature: 29.7°C, Voltage: 3.51V, Current: 0.75A, Signal_Strength: -61dBm, Antenna_Angle: 19.30°, Roll: 1.81°, Pitch: -0.06°, Yaw: 70.24°, Packets_Sent: 1635, Status: OK
[2025-01-01 04:00:00] Temperature: 31.8°C, Voltage: 3.71V, Current: 0.85A, Signal_Strength: -60dBm, Antenna_Angle: 255.64°, Roll: -0.05°, Pitch: -1.67°, Yaw: 11.11°, Packets_Sent: 1809, Status: OK
[2025-01-01 04:01:00] Temperature: 23.8°C, Voltage: 3.56V, Current: 0.99A, Signal_Strength: -70dBm, Antenna_Angle: 164.63°, Roll: 0.20°, Pitch: -1.55°, Yaw: 41.11°, Packets_Sent: 1914, Status: OK
[2025-01-01 04:02:00] Temperature: 39.7°C, Voltage: 3.60V, Current: 1.30A, Signal_Strength: -74dBm, Antenna_Angle: 258.83°, Roll: 1.96°, Pitch: -1.59°, Yaw: 298.82°, Packets_Sent: 1347, Status: OK
[2025-01-01 04:03:00] Temperature: 23.9°C, Voltage: 3.85V, Current: 0.89A, Signal_Strength: -65dBm, Antenna_Angle: 294.01°, Roll: 1.46°, Pitch: -1.53°, Yaw: 292.27°, Packets_Sent: 1799, Status: OK
[2025-01-01 04:04:00] Temperature: 37.1°C, Voltage: 3.73V, Current: 1.35A, Signal_Strength: -57dBm, Antenna_Angle: 154.14°, Roll: 1.14°, Pitch: 1.25°, Yaw: 289.95°, Packets_Sent: 1185, Status: OK
[2025-01-01 04:05:00] Temperature: 31.0°C, Voltage: 3.69V, Current: 0.59A, Signal_Strength: -46dBm, Antenna_Angle: 105.35°, Roll: 1.81°, Pitch: 0.06°, Yaw: 324.05°, Packets_Sent: 1447, Status: OK
[2025-01-01 04:06:00] Temperature: 19.1°C, Voltage: 3.75V, Current: 0.85A, Signal_Strength: -73dBm, Antenna_Angle: 99.83°, Roll: 0.81°, Pitch: -1.47°, Yaw: 52.65°, Packets_Sent: 1159, Status: OK
[2025-01-01 04:07:00] Temperature: 22.4°C, Voltage: 3.79V, Current: 0.83A, Signal_Strength: -71dBm, Antenna_Angle: 227.66°, Roll: -0.50°, Pitch: -1.70°, Yaw: 286.05°, Packets_Sent: 1748, Status: OK
[2025-01-01 04:08:00] Temperature: 27.1°C, Voltage: 3.75V, Current: 1.16A, Signal_Strength: -49dBm, Antenna_Angle: 163.69°, Roll: -0.69°, Pitch: -1.99°, Yaw: 278.68°, Packets_Sent: 1899, Status: OK
[2025-01-01 04:09:00] Temperature: 36.9°C, Voltage: 3.63V, Current: 1.13A, Signal_Strength: -64dBm, Antenna_Angle: 22.80°, Roll: -0.41°, Pitch: 1.87°, Yaw: 296.94°, Packets_Sent: 1994, Status: OK
[2025-01-01 04:10:00] Temperature: 24.7°C, Voltage: 3.56V, Current: 1.00A, Signal_Strength: -71dBm, Antenna_Angle: 306.86°, Roll: 1.58°, Pitch: 1.05°, Yaw: 16.54°, Packets_Sent: 1603, Status: OK
[2025-01-01 04:11:00] Temperature: 40.1°C, Voltage: 3.46V, Current: 1.42A, Signal_Strength: -70dBm, Antenna_Angle: 164.34°, Roll: -1.19°, Pitch: 0.75°, Yaw: 47.49°, Packets_Sent: 1776, Status: OK
[2025-01-01 04:12:00] Temperature: 19.8°C, Voltage: 3.82V, Current: 0.70A, Signal_Strength: -55dBm, Antenna_Angle: 90.14°, Roll: 0.66°, Pitch: 0.60°, Yaw: 18.64°, Packets_Sent: 1661, Status: OK
[2025-01-01 04:13:00] Temperature: 36.8°C, Voltage: 3.75V, Current: 0.87A, Signal_Strength: -72dBm, Antenna_Angle: 34.27°, Roll: -0.09°, Pitch: -1.47°, Yaw: 81.43°, Packets_Sent: 1337, Status: OK
[2025-01-01 04:14:00] Temperature: 15.3°C, Voltage: 3.73V, Current: 1.30A, Signal_Strength: -45dBm, Antenna_Angle: 152.03°, Roll: -0.09°, Pitch: -1.08°, Yaw: 32.16°, Packets_Sent: 1170, Status: OK
[2025-01-01 04:15:00] Temperature: 18.1°C, Voltage: 3.60V, Current: 0.73A, Signal_Strength: -64dBm, Antenna_Angle: 292.80°, Roll: 0.57°, Pitch: 0.71°, Yaw: 24.63°, Packets_Sent: 1172, Status: OK
[2025-01-01 04:16:00] Temperature: 33.3°C, Voltage: 3.52V, Current: 0.79A, Signal_Strength: -69dBm, Antenna_Angle: 269.37°, Roll: 0.46°, Pitch: -0.23°, Yaw: 78.21°, Packets_Sent: 1743, Status: OK
[2025-01-01 04:17:00] Temperature: 19.2°C, Voltage: 3.50V, Current: 1.20A, Signal_Strength: -64dBm, Antenna_Angle: 154.58°, Roll: -1.01°, Pitch: 0.58°, Yaw: 89.34°, Packets_Sent: 1186, Status: OK
[2025-01-01 04:18:00] Temperature: 36.6°C, Voltage: 3.56V, Current: 1.44A, Signal_Strength: -74dBm, Antenna_Angle: 304.94°, Roll: -1.18°, Pitch: 0.43°, Yaw: 67.91°, Packets_Sent: 1517, Status: OK
[2025-01-01 04:19:00] Temperature: 34.4°C, Voltage: 3.76V, Current: 1.27A, Signal_Strength: -68dBm, Antenna_Angle: 138.91°, Roll: -0.00°, Pitch: 0.38°, Yaw: 190.18°, Packets_Sent: 1393, Status: OK
[2025-01-01 04:20:00] Temperature: 44.6°C, Voltage: 3.82V, Current: 0.55A, Signal_Strength: -49dBm, Antenna_Angle: 204.61°, Roll: 0.19°, Pitch: -1.31°, Yaw: 169.56°, Packets_Sent: 1648, Status: OK
[2025-01-01 04:21:00] Temperature: 17.2°C, Voltage: 3.68V, Current: 0.42A, Signal_Strength: -69dBm, Antenna_Angle: 332.12°, Roll: 0.03°, Pitch: 0.51°, Yaw: 180.37°, Packets_Sent: 1715, Status: OK
[2025-01-01 04:22:00] Temperature: 36.1°C, Voltage: 3.48V, Current: 0.99A, Signal_Strength: -57dBm, Antenna_Angle: 99.89°, Roll: -1.68°, Pitch: 1.68°, Yaw: 350.74°, Packets_Sent: 1534, Status: OK
[2025-01-01 04:23:00] Temperature: 88.6°C, Voltage: 3.68V, Current: 1.24A, Signal_Strength: -56dBm, Antenna_Angle: 231.53°, Roll: 0.79°, Pitch: 0.92°, Yaw: 304.72°, Packets_Sent: 1535, Status: Critical
[2025-01-01 04:24:00] Temperature: 18.5°C, Voltage: 3.69V, Current: 0.46A, Signal_Strength: -55dBm, Antenna_Angle: 236.89°, Roll: -1.52°, Pitch: 0.83°, Yaw: 252.53°, Packets_Sent: 1259, Status: OK
[2025-01-01 04:25:00] Temperature: 43.6°C, Voltage: 3.66V, Current: 1.26A, Signal_Strength: -53dBm, Antenna_Angle: 60.10°, Roll: 1.00°, Pitch: 1.49°, Yaw: 263.85°, Packets_Sent: 1159, Status: OK
[2025-01-01 04:26:00] Temperature: 42.0°C, Voltage: 3.58V, Current: 0.87A, Signal_Strength: -59dBm, Antenna_Angle: 94.66°, Roll: -0.02°, Pitch: 0.04°, Yaw: 19.96°, Packets_Sent: 1057, Status: OK
[2025-01-01 04:27:00] Temperature: 20.0°C, Voltage: 3.51V, Current: 1.25A, Signal_Strength: -48dBm, Antenna_Angle: 242.68°, Roll: -1.09°, Pitch: 0.04°, Yaw: 15.85°, Packets_Sent: 1136, Status: OK
[2025-01-01 04:28:00] Temperature: 22.3°C, Voltage: 3.64V, Current: 0.82A, Signal_Strength: -70dBm, Antenna_Angle: 335.21°, Roll: 0.21°, Pitch: 1.66°, Yaw: 266.63°, Packets_Sent: 972, Status: OK
[2025-01-01 04:29:00] Temperature: 24.7°C, Voltage: 3.62V, Current: 1.19A, Signal_Strength: -67dBm, Antenna_Angle: 28.04°, Roll: -1.52°, Pitch: 0.69°, Yaw: 18.96°, Packets_Sent: 1663, Status: OK
[2025-01-01 04:30:00] Temperature: 30.5°C, Voltage: 3.47V, Current: 0.84A, Signal_Strength: -49dBm, Antenna_Angle: 311.76°, Roll: -0.69°, Pitch: 0.21°, Yaw: 2.87°, Packets_Sent: 1536, Status: OK
[2025-01-01 04:31:00] Temperature: 31.9°C, Voltage: 3.57V, Current: 1.08A, Signal_Strength: -61dBm, Antenna_Angle: 213.00°, Roll: 1.99°, Pitch: 1.10°, Yaw: 263.68°, Packets_Sent: 1910, Status: OK
[2025-01-01 04:32:00] Temperature: 38.9°C, Voltage: 3.51V, Current: 1.43A, Signal_Strength: -74dBm, Antenna_Angle: 194.95°, Roll: 1.80°, Pitch: -1.99°, Yaw: 236.62°, Packets_Sent: 919, Status: OK
[2025-01-01 04:33:00] Temperature: 36.8°C, Voltage: 3.19V, Current: 0.98A, Signal_Strength: -68dBm, Antenna_Angle: 177.13°, Roll: 1.89°, Pitch: -1.43°, Yaw: 100.73°, Packets_Sent: 1022, Status: Warning
[2025-01-01 04:34:00] Temperature: 30.6°C, Voltage: 3.73V, Current: 0.81A, Signal_Strength: -46dBm, Antenna_Angle: 30.56°, Roll: 0.02°, Pitch: 0.55°, Yaw: 141.96°, Packets_Sent: 1095, Status: OK
[2025-01-01 04:35:00] Temperature: 16.9°C, Voltage: 3.71V, Current: 0.54A, Signal_Strength: -66dBm, Antenna_Angle: 306.32°, Roll: 0.80°, Pitch: 0.94°, Yaw: 114.50°, Packets_Sent: 1704, Status: OK
[2025-01-01 04:36:00] Temperature: 17.2°C, Voltage: 3.53V, Current: 1.26A, Signal_Strength: -57dBm, Antenna_Angle: 55.95°, Roll: -0.20°, Pitch: -0.74°, Yaw: 43.46°, Packets_Sent: 1236, Status: OK
[2025-01-01 04:37:00] Temperature: 38.1°C, Voltage: 3.63V, Current: 0.91A, Signal_Strength: -49dBm, Antenna_Angle: 32.55°, Roll: 1.31°, Pitch: 0.79°, Yaw: 14.52°, Packets_Sent: 1523, Status: OK
[2025-01-01 04:38:00] Temperature: 24.8°C, Voltage: 3.49V, Current: 0.67A, Signal_Strength: -64dBm, Antenna_Angle: 184.84°, Roll: -0.96°, Pitch: 1.96°, Yaw: 11.19°, Packets_Sent: 1512, Status: OK
[2025-01-01 04:39:00] Temperature: 28.6°C, Voltage: 3.75V, Current: 0.67A, Signal_Strength: -61dBm, Antenna_Angle: 289.39°, Roll: -1.51°, Pitch: -1.75°, Yaw: 281.14°, Packets_Sent: 1186, Status: OK
[2025-01-01 04:40:00] Temperature: 20.9°C, Voltage: 3.61V, Current: 1.15A, Signal_Strength: -47dBm, Antenna_Angle: 30.25°, Roll: 1.67°, Pitch: -1.70°, Yaw: 358.97°, Packets_Sent: 1430, Status: OK
[2025-01-01 04:41:00] Temperature: 34.4°C, Voltage: 3.77V, Current: 0.50A, Signal_Strength: -50dBm, Antenna_Angle: 291.19°, Roll: -1.83°, Pitch: -0.16°, Yaw: 60.47°, Packets_Sent: 1150, Status: OK
[2025-01-01 04:42:00] Temperature: 39.7°C, Voltage: 3.61V, Current: 0.43A, Signal_Strength: -55dBm, Antenna_Angle: 62.21°, Roll: 1.63°, Pitch: -0.90°, Yaw: 160.56°, Packets_Sent: 1339, Status: OK
[2025-01-01 04:43:00] Temperature: 33.4°C, Voltage: 3.70V, Current: 1.11A, Signal_Strength: -60dBm, Antenna_Angle: 317.79°, Roll: -1.76°, Pitch: -0.88°, Yaw: 49.40°, Packets_Sent: 1881, Status: OK
[2025-01-01 04:44:00] Temperature: 41.5°C, Voltage: 3.66V, Current: 1.09A, Signal_Strength: -51dBm, Antenna_Angle: 286.14°, Roll: 1.13°, Pitch: -0.56°, Yaw: 196.02°, Packets_Sent: 1683, Status: OK
[2025-01-01 04:45:00] Temperature: 42.4°C, Voltage: 3.65V, Current: 0.83A, Signal_Strength: -70dBm, Antenna_Angle: 114.79°, Roll: -1.88°, Pitch: 1.24°, Yaw: 101.13°, Packets_Sent: 1348, Status: OK
[2025-01-01 04:46:00] Temperature: 29.2°C, Voltage: 3.59V, Current: 1.04A, Signal_Strength: -68dBm, Antenna_Angle: 57.46°, Roll: 0.63°, Pitch: -0.93°, Yaw: 293.85°, Packets_Sent: 1407, Status: OK
[2025-01-01 04:47:00] Temperature: 16.7°C, Voltage: 3.85V, Current: 0.64A, Signal_Strength: -50dBm, Antenna_Angle: 287.05°, Roll: 1.74°, Pitch: 1.97°, Yaw: 62.53°, Packets_Sent: 1626, Status: OK
[2025-01-01 04:48:00] Temperature: 24.5°C, Voltage: 3.75V, Current: 0.79A, Signal_Strength: -57dBm, Antenna_Angle: 253.24°, Roll: 1.79°, Pitch: 0.25°, Yaw: 202.71°, Packets_Sent: 1620, Status: OK
[2025-01-01 04:49:00] Temperature: 44.6°C, Voltage: 3.80V, Current: 0.94A, Signal_Strength: -66dBm, Antenna_Angle: 176.55°, Roll: -1.78°, Pitch: 0.41°, Yaw: 7.17°, Packets_Sent: 1084, Status: OK
[2025-01-01 04:50:00] Temperature: 25.0°C, Voltage: 3.70V, Current: 1.29A, Signal_Strength: -65dBm, Antenna_Angle: 63.88°, Roll: -1.76°, Pitch: -1.41°, Yaw: 253.68°, Packets_Sent: 1562, Status: OK
[2025-01-01 04:51:00] Temperature: 18.3°C, Voltage: 3.66V, Current: 0.80A, Signal_Strength: -73dBm, Antenna_Angle: 253.63°, Roll: 0.34°, Pitch: -0.65°, Yaw: 116.13°, Packets_Sent: 1710, Status: OK
[2025-01-01 04:52:00] Temperature: 37.0°C, Voltage: 3.62V, Current: 1.10A, Signal_Strength: -60dBm, Antenna_Angle: 114.22°, Roll: -1.11°, Pitch: 0.36°, Yaw: 63.12°, Packets_Sent: 1630, Status: OK
[2025-01-01 04:53:00] Temperature: 35.7°C, Voltage: 3.50V, Current: 1.20A, Signal_Strength: -47dBm, Antenna_Angle: 341.52°, Roll: 1.40°, Pitch: 1.08°, Yaw: 204.29°, Packets_Sent: 1701, Status: OK
[2025-01-01 04:54:00] Temperature: 24.5°C, Voltage: 3.77V, Current: 1.07A, Signal_Strength: -56dBm, Antenna_Angle: 37.48°, Roll: -1.44°, Pitch: 0.98°, Yaw: 85.68°, Packets_Sent: 1916, Status: OK
[2025-01-01 04:55:00] Temperature: 20.0°C, Voltage: 3.80V, Current: 0.50A, Signal_Strength: -95dBm, Antenna_Angle: 230.07°, Roll: -0.21°, Pitch: -0.94°, Yaw: 89.83°, Packets_Sent: 1587, Status: Warning
[2025-01-01 04:56:00] Temperature: 36.6°C, Voltage: 3.47V, Current: 0.88A, Signal_Strength: -62dBm, Antenna_Angle: 59.88°, Roll: -0.03°, Pitch: -0.49°, Yaw: 196.56°, Packets_Sent: 1747, Status: OK
[2025-01-01 04:57:00] Temperature: 29.4°C, Voltage: 3.80V, Current: 1.12A, Signal_Strength: -54dBm, Antenna_Angle: 58.55°, Roll: 1.20°, Pitch: -1.87°, Yaw: 7.23°, Packets_Sent: 1050, Status: OK
[2025-01-01 04:58:00] Temperature: 18.1°C, Voltage: 3.59V, Current: 1.38A, Signal_Strength: -70dBm, Antenna_Angle: 27.00°, Roll: -0.65°, Pitch: 1.94°, Yaw: 321.55°, Packets_Sent: 1090, Status: OK
[2025-01-01 04:59:00] Temperature: 27.9°C, Voltage: 3.71V, Current: 1.07A, Signal_Strength: -62dBm, Antenna_Angle: 19.28°, Roll: -1.18°, Pitch: -1.24°, Yaw: 250.98°, Packets_Sent: 1578, Status: OK
[2025-01-01 05:00:00] Temperature: 36.9°C, Voltage: 3.56V, Current: 0.71A, Signal_Strength: -68dBm, Antenna_Angle: 17.87°, Roll: -1.39°, Pitch: -0.56°, Yaw: 153.93°, Packets_Sent: 1905, Status: OK
[2025-01-01 05:01:00] Temperature: 34.9°C, Voltage: 3.69V, Current: 0.62A, Signal_Strength: -74dBm, Antenna_Angle: 61.50°, Roll: 1.91°, Pitch: -0.11°, Yaw: 41.58°, Packets_Sent: 1497, Status: OK
[2025-01-01 05:02:00] Temperature: 29.1°C, Voltage: 3.81V, Current: 0.69A, Signal_Strength: -56dBm, Antenna_Angle: 139.51°, Roll: 1.54°, Pitch: -0.52°, Yaw: 160.47°, Packets_Sent: 1659, Status: OK
[2025-01-01 05:03:00] Temperature: 29.0°C, Voltage: 3.54V, Current: 0.70A, Signal_Strength: -73dBm, Antenna_Angle: 270.80°, Roll: -1.66°, Pitch: -0.62°, Yaw: 194.92°, Packets_Sent: 1098, Status: OK
[2025-01-01 05:04:00] Temperature: 32.7°C, Voltage: 3.67V, Current: 1.32A, Signal_Strength: -50dBm, Antenna_Angle: 150.70°, Roll: 0.75°, Pitch: 1.75°, Yaw: 206.17°, Packets_Sent: 1996, Status: OK
[2025-01-01 05:05:00] Temperature: 24.0°C, Voltage: 3.61V, Current: 1.34A, Signal_Strength: -74dBm, Antenna_Angle: 205.63°, Roll: 1.20°, Pitch: 0.71°, Yaw: 223.29°, Packets_Sent: 1958, Status: OK
[2025-01-01 05:06:00] Temperature: 37.7°C, Voltage: 3.52V, Current: 1.48A, Signal_Strength: -46dBm, Antenna_Angle: 291.04°, Roll: -1.83°, Pitch: -1.69°, Yaw: 245.92°, Packets_Sent: 1158, Status: OK
[2025-01-01 05:07:00] Temperature: 39.7°C, Voltage: 3.51V, Current: 1.05A, Signal_Strength: -65dBm, Antenna_Angle: 261.75°, Roll: -1.65°, Pitch: 0.23°, Yaw: 198.73°, Packets_Sent: 1037, Status: OK
[2025-01-01 05:08:00] Temperature: 30.6°C, Voltage: 3.82V, Current: 0.41A, Signal_Strength: -54dBm, Antenna_Angle: 211.52°, Roll: -1.55°, Pitch: -1.40°, Yaw: 203.97°, Packets_Sent: 1759, Status: OK
[2025-01-01 05:09:00] Temperature: 43.9°C, Voltage: 3.49V, Current: 0.52A, Signal_Strength: -52dBm, Antenna_Angle: 282.86°, Roll: 1.52°, Pitch: 1.51°, Yaw: 95.09°, Packets_Sent: 1996, Status: OK
[2025-01-01 05:10:00] Temperature: 32.2°C, Voltage: 3.64V, Current: 0.59A, Signal_Strength: -63dBm, Antenna_Angle: 222.56°, Roll: -1.84°, Pitch: 1.56°, Yaw: 119.33°, Packets_Sent: 1722, Status: OK
[2025-01-01 05:11:00] Temperature: 37.4°C, Voltage: 3.82V, Current: 1.39A, Signal_Strength: -74dBm, Antenna_Angle: 294.25°, Roll: -0.76°, Pitch: 1.37°, Yaw: 308.96°, Packets_Sent: 1520, Status: OK
[2025-01-01 05:12:00] Temperature: 44.2°C, Voltage: 3.54V, Current: 0.73A, Signal_Strength: -53dBm, Antenna_Angle: 278.64°, Roll: -0.92°, Pitch: -0.33°, Yaw: 232.39°, Packets_Sent: 1557, Status: OK
[2025-01-01 05:13:00] Temperature: 21.3°C, Voltage: 3.78V, Current: 1.22A, Signal_Strength: -52dBm, Antenna_Angle: 312.18°, Roll: 0.06°, Pitch: -1.36°, Yaw: 112.00°, Packets_Sent: 1015, Status: OK
[2025-01-01 05:14:00] Temperature: 19.1°C, Voltage: 3.79V, Current: 1.37A, Signal_Strength: -74dBm, Antenna_Angle: 69.39°, Roll: 1.35°, Pitch: -1.00°, Yaw: 164.32°, Packets_Sent: 1311, Status: OK
[2025-01-01 05:15:00] Temperature: 36.1°C, Voltage: 3.56V, Current: 1.31A, Signal_Strength: -60dBm, Antenna_Angle: 228.74°, Roll: 0.72°, Pitch: -1.03°, Yaw: 175.96°, Packets_Sent: 1153, Status: OK
[2025-01-01 05:16:00] Temperature: 43.8°C, Voltage: 3.64V, Current: 1.01A, Signal_Strength: -65dBm, Antenna_Angle: 301.55°, Roll: 1.00°, Pitch: 0.76°, Yaw: 102.62°, Packets_Sent: 1429, Status: OK
[2025-01-01 05:17:00] Temperature: 19.9°C, Voltage: 3.68V, Current: 1.46A, Signal_Strength: -49dBm, Antenna_Angle: 233.05°, Roll: -0.92°, Pitch: -0.36°, Yaw: 7.22°, Packets_Sent: 1323, Status: OK
[2025-01-01 05:18:00] Temperature: 38.0°C, Voltage: 3.45V, Current: 1.40A, Signal_Strength: -56dBm, Antenna_Angle: 216.41°, Roll: -1.10°, Pitch: 0.43°, Yaw: 339.47°, Packets_Sent: 917, Status: OK
[2025-01-01 05:19:00] Temperature: 36.3°C, Voltage: 3.56V, Current: 1.39A, Signal_Strength: -49dBm, Antenna_Angle: 165.23°, Roll: -0.13°, Pitch: 0.71°, Yaw: 296.74°, Packets_Sent: 1346, Status: OK
[2025-01-01 05:20:00] Temperature: 18.1°C, Voltage: 3.65V, Current: 1.13A, Signal_Strength: -50dBm, Antenna_Angle: 134.72°, Roll: -0.81°, Pitch: -1.57°, Yaw: 22.98°, Packets_Sent: 1478, Status: OK
[2025-01-01 05:21:00] Temperature: 88.2°C, Voltage: 3.01V, Current: 0.69A, Signal_Strength: -99dBm, Antenna_Angle: 321.25°, Roll: -1.25°, Pitch: 0.07°, Yaw: 86.51°, Packets_Sent: 1511, Status: Critical
[2025-01-01 05:22:00] Temperature: 34.7°C, Voltage: 3.85V, Current: 0.69A, Signal_Strength: -62dBm, Antenna_Angle: 139.78°, Roll: 0.33°, Pitch: 1.98°, Yaw: 293.76°, Packets_Sent: 972, Status: OK
[2025-01-01 05:23:00] Temperature: 36.4°C, Voltage: 3.72V, Current: 1.10A, Signal_Strength: -61dBm, Antenna_Angle: 338.63°, Roll: 0.03°, Pitch: 1.38°, Yaw: 302.62°, Packets_Sent: 1634, Status: OK
[2025-01-01 05:24:00] Temperature: 20.4°C, Voltage: 3.49V, Current: 0.54A, Signal_Strength: -67dBm, Antenna_Angle: 291.00°, Roll: 1.79°, Pitch: 1.60°, Yaw: 235.59°, Packets_Sent: 1274, Status: OK
[2025-01-01 05:25:00] Temperature: 21.7°C, Voltage: 3.80V, Current: 0.86A, Signal_Strength: -48dBm, Antenna_Angle: 133.80°, Roll: -0.14°, Pitch: -1.53°, Yaw: 19.32°, Packets_Sent: 1502, Status: OK
[2025-01-01 05:26:00] Temperature: 32.4°C, Voltage: 3.70V, Current: 0.92A, Signal_Strength: -69dBm, Antenna_Angle: 43.13°, Roll: 0.12°, Pitch: -0.35°, Yaw: 313.50°, Packets_Sent: 1681, Status: OK
[2025-01-01 05:27:00] Temperature: 44.8°C, Voltage: 3.59V, Current: 1.49A, Signal_Strength: -48dBm, Antenna_Angle: 355.18°, Roll: -0.73°, Pitch: 0.86°, Yaw: 280.41°, Packets_Sent: 1193, Status: OK
[2025-01-01 05:28:00] Temperature: 33.9°C, Voltage: 3.52V, Current: 1.10A, Signal_Strength: -75dBm, Antenna_Angle: 98.47°, Roll: 0.31°, Pitch: -1.37°, Yaw: 282.67°, Packets_Sent: 1245, Status: OK
[2025-01-01 05:29:00] Temperature: 18.9°C, Voltage: 3.62V, Current: 0.87A, Signal_Strength: -95dBm, Antenna_Angle: 171.86°, Roll: -1.85°, Pitch: -1.20°, Yaw: 134.31°, Packets_Sent: 909, Status: Warning
