--- EMISAT Logs ---
[2025-01-01 00:00:00] Temperature: 25.1°C, Voltage: 3.59V, Current: 0.80A, Signal_Strength: -45dBm, Antenna_Angle: 198.89°, Roll: 0.29°, Pitch: -0.97°, Yaw: 26.37°, Packets_Sent: 1662, Status: OK
[2025-01-01 03:40:00] Temperature: 34.0°C, Voltage: 3.55V, Current: 0.43A, Signal_Strength: -58dBm, Antenna_Angle: 142.97°, Roll: -0.56°, Pitch: 1.75°, Yaw: 285.84°, Packets_Sent: 1178, Status: OK
[2025-01-01 03:41:00] Temperature: 23.9°C, Voltage: 3.50V, Current: 0.83A, Signal_Strength: -73dBm, Antenna_Angle: 47.41°, Roll: 0.60°, Pitch: -1.08°, Yaw: 244.94°, Packets_Sent: 1020, Status: OK
[2025-01-01 03:42:00] Temperature: 32.5°C, Voltage: 3.55V, Current: 1.10A, Signal_Strength: -60dBm, Antenna_Angle: 191.21°, Roll: 1.75°, Pitch: -0.16°, Yaw: 206.35°, Packets_Sent: 1447, Status: OK
[2025-01-01 03:43:00] Temperature: 42.7°C, Voltage: 3.62V, Current: 1.26A, Signal_Strength: -60dBm, Antenna_Angle: 327.71°, Roll: 0.90°, Pitch: -0.66°, Yaw: 287.43°, Packets_Sent: 1748, Status: OK
[2025-01-01 03:44:00] Temperature: 37.5°C, Voltage: 3.59V, Current: 1.09A, Signal_Strength: -50dBm, Antenna_Angle: 263.89°, Roll: -1.31°, Pitch: 0.90°, Yaw: 261.23°, Packets_Sent: 1137, Status: OK
[2025-01-01 03:45:00] Temperature: 41.2°C, Voltage: 3.72V, Current: 1.35A, Signal_Strength: -51dBm, Antenna_Angle: 158.20°, Roll: 0.12°, Pitch: -1.47°, Yaw: 52.22°, Packets_Sent: 1118, Status: OK
[2025-01-01 03:46:00] Temperature: 42.1°C, Voltage: 3.51V, Current: 1.06A, Signal_Strength: -69dBm, Antenna_Angle: 310.49°, Roll: -0.10°, Pitch: -1.59°, Yaw: 147.11°, Packets_Sent: 1164, Status: OK
[2025-01-01 03:47:00] Temperature: 36.3°C, Voltage: 3.76V, Current: 0.70A, Signal_Strength: -74dBm, Antenna_Angle: 262.22°, Roll: -0.65°, Pitch: -0.53°, Yaw: 29.08°, Packets_Sent: 1697, Status: OK
[2025-01-01 03:48:00] Temperature: 21.9°C, Voltage: 3.48V, Current: 0.54A, Signal_Strength: -75dBm, Antenna_Angle: 2.36°, Roll: 0.83°, Pitch: 1.22°, Yaw: 191.48°, Packets_Sent: 1178, Status: OK
[2025-01-01 03:49:00] Temperature: 16.1°C, Voltage: 3.76V, Current: 0.72A, Signal_Strength: -56dBm, Antenna_Angle: 211.55°, Roll: 1.17°, Pitch: 1.73°, Yaw: 351.82°, Packets_Sent: 1247, Status: OK
[2025-01-01 03:50:00] Temperature: 28.3°C, Voltage: 3.82V, Current: 0.86A, Signal_Strength: -61dBm, Antenna_Angle: 98.24°, Roll: 0.50°, Pitch: -0.73°, Yaw: 95.40°, Packets_Sent: 1322, Status: OK
[2025-01-01 03:51:00] Temperature: 21.9°C, Voltage: 3.71V, Current: 1.37A, Signal_Strength: -69dBm, Antenna_Angle: 283.51°, Roll: 0.08°, Pitch: -1.14°, Yaw: 150.56°, Packets_Sent: 1802, Status: OK
[2025-01-01 03:52:00] Temperature: 20.6°C, Voltage: 3.78V, Current: 0.78A, Signal_Strength: -74dBm, Antenna_Angle: 49.66°, Roll: -0.04°, Pitch: 1.03°, Yaw: 24.38°, Packets_Sent: 902, Status: OK
[2025-01-01 03:53:00] Temperature: 33.8°C, Voltage: 3.55V, Current: 1.50A, Signal_Strength: -59dBm, Antenna_Angle: 344.30°, Roll: 1.89°, Pitch: 1.71°, Yaw: 123.57°, Packets_Sent: 1683, Status: OK
[2025-01-01 03:54:00] Temperature: 17.0°C, Voltage: 3.81V, Current: 0.92A, Signal_Strength: -72dBm, Antenna_Angle: 9.48°, Roll: -1.98°, Pitch: 0.27°, Yaw: 70.03°, Packets_Sent: 1271, Status: OK
[2025-01-01 03:55:00] Temperature: 21.7°C, Voltage: 3.72V, Current: 1.03A, Signal_Strength: -64dBm, Antenna_Angle: 171.47°, Roll: 1.37°, Pitch: -0.13°, Yaw: 305.99°, Packets_Sent: 1329, Status: OK
[2025-01-01 03:56:00] Temperature: 18.2°C, Voltage: 3.50V, Current: 0.92A, Signal_Strength: -69dBm, Antenna_Angle: 340.73°, Roll: 0.97°, Pitch: 0.07°, Yaw: 18.60°, Packets_Sent: 1075, Status: OK
[2025-01-01 03:57:00] Temperature: 80.5°C, Voltage: 3.73V, Current: 1.14A, Signal_Strength: -45dBm, Antenna_Angle: 218.35°, Roll: 0.10°, Pitch: -0.35°, Yaw: 257.82°, Packets_Sent: 954, Status: Critical
[2025-01-01 03:58:00] Temperature: 20.2°C, Voltage: 3.67V, Current: 1.09A, Signal_Strength: -72dBm, Antenna_Angle: 56.38°, Roll: 0.09°, Pitch: 1.38°, Yaw: 351.16°, Packets_Sent: 1148, Status: OK
[2025-01-01 03:59:00] Temperature: 22.4°C, Voltage: 3.85V, Current: 1.17A, Signal_Strength: -58dBm, Antenna_Angle: 278.07°, Roll: -1.06°, Pitch: -1.70°, Yaw: 118.02°, Packets_Sent: 1169, Status: OK
[2025-01-01 04:00:00] Temperature: 38.4°C, Voltage: 3.70V, Current: 1.19A, Signal_Strength: -47dBm, Antenna_Angle: 41.39°, Roll: -0.22°, Pitch: 0.48°, Yaw: 71.17°, Packets_Sent: 1638, Status: OK
[2025-01-01 04:01:00] Temperature: 39.6°C, Voltage: 3.67V, Current: 0.99A, Signal_Strength: -51dBm, Antenna_Angle: 310.93°, Roll: 1.76°, Pitch: -0.14°, Yaw: 4.24°, Packets_Sent: 1479, Status: OK
[2025-01-01 04:02:00] Temperature: 37.0°C, Voltage: 3.50V, Current: 0.64A, Signal_Strength: -74dBm, Antenna_Angle: 159.73°, Roll: -0.03°, Pitch: -0.60°, Yaw: 252.23°, Packets_Sent: 1766, Status: OK
[2025-01-01 04:03:00] Temperature: 25.2°C, Voltage: 3.67V, Current: 1.44A, Signal_Strength: -75dBm, Antenna_Angle: 121.96°, Roll: -0.79°, Pitch: -1.83°, Yaw: 222.69°, Packets_Sent: 1098, Status: OK
[2025-01-01 04:04:00] Temperature: 20.3°C, Voltage: 3.55V, Current: 0.85A, Signal_Strength: -66dBm, Antenna_Angle: 141.60°, Roll: -1.29°, Pitch: -0.28°, Yaw: 122.08°, Packets_Sent: 1812, Status: OK
[2025-01-01 04:05:00] Temperature: 18.7°C, Voltage: 3.76V, Current: 0.55A, Signal_Strength: -66dBm, Antenna_Angle: 348.34°, Roll: 0.61°, Pitch: -0.92°, Yaw: 238.36°, Packets_Sent: 1362, Status: OK
[2025-01-01 04:06:00] Temperature: 35.5°C, Voltage: 3.73V, Current: 1.40A, Signal_Strength: -71dBm, Antenna_Angle: 175.31°, Roll: -0.96°, Pitch: -1.23°, Yaw: 106.52°, Packets_Sent: 1690, Status: OK
[2025-01-01 04:07:00] Temperature: 40.7°C, Voltage: 3.81V, Current: 0.52A, Signal_Strength: -51dBm, Antenna_Angle: 331.71°, Roll: -0.20°, Pitch: 1.87°, Yaw: 158.98°, Packets_Sent: 1673, Status: OK
[2025-01-01 04:08:00] Temperature: 31.8°C, Voltage: 3.80V, Current: 0.86A, Signal_Strength: -60dBm, Antenna_Angle: 300.21°, Roll: 0.13°, Pitch: -0.21°, Yaw: 223.41°, Packets_Sent: 1637, Status: OK
[2025-01-01 04:09:00] Temperature: 17.6°C, Voltage: 3.61V, Current: 1.29A, Signal_Strength: -62dBm, Antenna_Angle: 230.79°, Roll: -0.84°, Pitch: -1.63°, Yaw: 161.13°, Packets_Sent: 1778, Status: OK
[2025-01-01 04:10:00] Temperature: 32.4°C, Voltage: 3.67V, Current: 1.38A, Signal_Strength: -69dBm, Antenna_Angle: 170.17°, Roll: 1.87°, Pitch: -0.89°, Yaw: 76.59°, Packets_Sent: 1048, Status: OK
[2025-01-01 04:11:00] Temperature: 75.1°C, Voltage: 2.62V, Current: 1.14A, Signal_Strength: -101dBm, Antenna_Angle: 359.39°, Roll: 1.93°, Pitch: 1.95°, Yaw: 157.87°, Packets_Sent: 1429, Status: Critical
[2025-01-01 04:12:00] Temperature: 21.0°C, Voltage: 3.59V, Current: 1.28A, Signal_Strength: -50dBm, Antenna_Angle: 134.37°, Roll: 1.94°, Pitch: 1.60°, Yaw: 324.99°, Packets_Sent: 1265, Status: OK
[2025-01-01 04:13:00] Temperature: 16.5°C, Voltage: 3.84V, Current: 1.26A, Signal_Strength: -46dBm, Antenna_Angle: 240.56°, Roll: -0.12°, Pitch: -1.17°, Yaw: 123.22°, Packets_Sent: 1225, Status: OK
[2025-01-01 04:14:00] Temperature: 19.2°C, Voltage: 3.61V, Current: 0.93A, Signal_Strength: -69dBm, Antenna_Angle: 26.05°, Roll: -1.98°, Pitch: 0.21°, Yaw: 122.91°, Packets_Sent: 1410, Status: OK
[2025-01-01 04:15:00] Temperature: 87.8°C, Voltage: 3.59V, Current: 1.05A, Signal_Strength: -64dBm, Antenna_Angle: 51.07°, Roll: -1.27°, Pitch: 1.10°, Yaw: 137.03°, Packets_Sent: 1524, Status: Critical
[2025-01-01 04:16:00] Temperature: 25.0°C, Voltage: 3.65V, Current: 0.99A, Signal_Strength: -63dBm, Antenna_Angle: 218.06°, Roll: -1.88°, Pitch: 1.61°, Yaw: 96.72°, Packets_Sent: 1320, Status: OK
[2025-01-01 04:17:00] Temperature: 44.3°C, Voltage: 3.78V, Current: 0.85A, Signal_Strength: -55dBm, Antenna_Angle: 45.00°, Roll: -0.71°, Pitch: 0.93°, Yaw: 192.99°, Packets_Sent: 1955, Status: OK
[2025-01-01 04:18:00] Temperature: 35.4°C, Voltage: 3.85V, Current: 0.89A, Signal_Strength: -93dBm, Antenna_Angle: 158.82°, Roll: 0.95°, Pitch: 1.21°, Yaw: 153.42°, Packets_Sent: 956, Status: Warning
[2025-01-01 04:19:00] Temperature: 18.0°C, Voltage: 3.56V, Current: 0.66A, Signal_Strength: -49dBm, Antenna_Angle: 11.30°, Roll: 1.14°, Pitch: 0.93°, Yaw: 28.56°, Packets_Sent: 1004, Status: OK
[2025-01-01 04:20:00] Temperature: 29.6°C, Voltage: 3.57V, Current: 1.45A, Signal_Strength: -69dBm, Antenna_Angle: 201.53°, Roll: 0.64°, Pitch: 0.55°, Yaw: 305.13°, Packets_Sent: 1068, Status: OK
[2025-01-01 04:21:00] Temperature: 30.1°C, Voltage: 3.73V, Current: 0.88A, Signal_Strength: -49dBm, Antenna_Angle: 326.35°, Roll: 0.83°, Pitch: 1.20°, Yaw: 299.67°, Packets_Sent: 1878, Status: OK
[2025-01-01 04:22:00] Temperature: 22.6°C, Voltage: 3.60V, Current: 0.95A, Signal_Strength: -62dBm, Antenna_Angle: 188.46°, Roll: 1.04°, Pitch: 0.90°, Yaw: 110.74°, Packets_Sent: 1494, Status: OK
[2025-01-01 04:23:00] Temperature: 29.7°C, Voltage: 3.59V, Current: 0.66A, Signal_Strength: -73dBm, Antenna_Angle: 39.18°, Roll: 0.00°, Pitch: -1.31°, Yaw: 74.60°, Packets_Sent: 1930, Status: OK
[2025-01-01 04:24:00] Temperature: 32.2°C, Voltage: 3.48V, Current: 0.58A, Signal_Strength: -69dBm, Antenna_Angle: 78.77°, Roll: 1.59°, Pitch: 1.27°, Yaw: 57.32°, Packets_Sent: 1973, Status: OK
[2025-01-01 04:25:00] Temperature: 38.6°C, Voltage: 3.46V, Current: 1.17A, Signal_Strength: -71dBm, Antenna_Angle: 310.01°, Roll: 0.65°, Pitch: -1.97°, Yaw: 258.61°, Packets_Sent: 1183, Status: OK
[2025-01-01 04:26:00] Temperature: 22.8°C, Voltage: 3.76V, Current: 0.86A, Signal_Strength: -47dBm, Antenna_Angle: 173.87°, Roll: 1.32°, Pitch: 0.67°, Yaw: 39.77°, Packets_Sent: 1644, Status: OK
[2025-01-01 04:27:00] Temperature: 34.5°C, Voltage: 3.60V, Current: 0.41A, Signal_Strength: -66dBm, Antenna_Angle: 197.29°, Roll: 0.31°, Pitch: 1.57°, Yaw: 144.67°, Packets_Sent: 1372, Status: OK
[2025-01-01 04:28:00] Temperature: 24.3°C, Voltage: 3.63V, Current: 0.84A, Signal_Strength: -47dBm, Antenna_Angle: 294.92°, Roll: 1.01°, Pitch: -0.40°, Yaw: 134.08°, Packets_Sent: 1821, Status: OK
[2025-01-01 04:29:00] Temperature: 28.0°C, Voltage: 3.61V, Current: 0.68A, Signal_Strength: -46dBm, Antenna_Angle: 16.87°, Roll: -1.50°, Pitch: 0.00°, Yaw: 265.45°, Packets_Sent: 1622, Status: OK
[2025-01-01 04:30:00] Temperature: 34.2°C, Voltage: 3.68V, Current: 0.74A, Signal_Strength: -49dBm, Antenna_Angle: 333.56°, Roll: -0.04°, Pitch: -1.75°, Yaw: 206.36°, Packets_Sent: 1044, Status: OK
[2025-01-01 04:31:00] Temperature: 29.9°C, Voltage: 3.50V, Current: 1.01A, Signal_Strength: -60dBm, Antenna_Angle: 51.69°, Roll: -0.80°, Pitch: -0.90°, Yaw: 59.98°, Packets_Sent: 1638, Status: OK
[2025-01-01 04:32:00] Temperature: 35.6°C, Voltage: 3.67V, Current: 1.16A, Signal_Strength: -63dBm, Antenna_Angle: 218.63°, Roll: -0.13°, Pitch: 0.72°, Yaw: 232.32°, Packets_Sent: 1998, Status: OK
[2025-01-01 04:33:00] Temperature: 35.6°C, Voltage: 3.46V, Current: 0.82A, Signal_Strength: -61dBm, Antenna_Angle: 109.90°, Roll: -1.19°, Pitch: -1.85°, Yaw: 58.40°, Packets_Sent: 1784, Status: OK
[2025-01-01 04:34:00] Temperature: 22.7°C, Voltage: 3.47V, Current: 0.50A, Signal_Strength: -54dBm, Antenna_Angle: 359.93°, Roll: -1.03°, Pitch: -1.92°, Yaw: 28.43°, Packets_Sent: 1389, Status: OK
[2025-01-01 04:35:00] Temperature: 39.0°C, Voltage: 3.65V, Current: 1.14A, Signal_Strength: -63dBm, Antenna_Angle: 90.57°, Roll: -0.71°, Pitch: 0.09°, Yaw: 115.12°, Packets_Sent: 1989, Status: OK
[2025-01-01 04:36:00] Temperature: 23.7°C, Voltage: 3.51V, Current: 0.83A, Signal_Strength: -65dBm, Antenna_Angle: 99.53°, Roll: 0.43°, Pitch: 1.75°, Yaw: 124.72°, Packets_Sent: 1743, Status: OK
[2025-01-01 04:37:00] Temperature: 30.7°C, Voltage: 3.58V, Current: 1.43A, Signal_Strength: -46dBm, Antenna_Angle: 316.68°, Roll: 0.60°, Pitch: -0.17°, Yaw: 333.14°, Packets_Sent: 1309, Status: OK
[2025-01-01 04:38:00] Temperature: 24.8°C, Voltage: 3.84V, Current: 1.45A, Signal_Strength: -48dBm, Antenna_Angle: 155.53°, Roll: 0.63°, Pitch: -1.19°, Yaw: 302.74°, Packets_Sent: 1406, Status: OK
[2025-01-01 04:39:00] Temperature: 32.3°C, Voltage: 3.73V, Current: 1.22A, Signal_Strength: -62dBm, Antenna_Angle: 90.12°, Roll: 0.61°, Pitch: 1.69°, Yaw: 117.72°, Packets_Sent: 1850, Status: OK
[2025-01-01 04:40:00] Temperature: 42.1°C, Voltage: 3.73V, Current: 1.06A, Signal_Strength: -53dBm, Antenna_Angle: 357.54°, Roll: -1.48°, Pitch: 1.44°, Yaw: 336.33°, Packets_Sent: 1785, Status: OK
[2025-01-01 04:41:00] Temperature: 29.1°C, Voltage: 3.73V, Current: 0.58A, Signal_Strength: -69dBm, Antenna_Angle: 288.61°, Roll: -0.86°, Pitch: -0.27°, Yaw: 309.59°, Packets_Sent: 1999, Status: OK
[2025-01-01 04:42:00] Temperature: 29.6°C, Voltage: 3.69V, Current: 0.61A, Signal_Strength: -61dBm, Antenna_Angle: 261.67°, Roll: -1.64°, Pitch: 1.51°, Yaw: 47.20°, Packets_Sent: 999, Status: OK
[2025-01-01 04:43:00] Temperature: 39.5°C, Voltage: 3.65V, Current: 0.48A, Signal_Strength: -52dBm, Antenna_Angle: 244.68°, Roll: 1.42°, Pitch: 0.96°, Yaw: 310.99°, Packets_Sent: 1540, Status: OK
[2025-01-01 04:44:00] Temperature: 20.6°C, Voltage: 3.83V, Current: 0.90A, Signal_Strength: -72dBm, Antenna_Angle: 46.30°, Roll: 0.55°, Pitch: 0.29°, Yaw: 228.20°, Packets_Sent: 1648, Status: OK
[2025-01-01 04:45:00] Temperature: 36.9°C, Voltage: 3.60V, Current: 1.31A, Signal_Strength: -51dBm, Antenna_Angle: 260.32°, Roll: 0.75°, Pitch: -1.40°, Yaw: 33.79°, Packets_Sent: 1754, Status: OK
[2025-01-01 04:46:00] Temperature: 27.2°C, Voltage: 3.70V, Current: 0.66A, Signal_Strength: -69dBm, Antenna_Angle: 244.11°, Roll: 0.09°, Pitch: -0.85°, Yaw: 263.44°, Packets_Sent: 974, Status: OK
[2025-01-01 04:47:00] Temperature: 24.7°C, Voltage: 3.72V, Current: 0.50A, Signal_Strength: -67dBm, Antenna_Angle: 84.60°, Roll: -0.74°, Pitch: 1.78°, Yaw: 214.30°, Packets_Sent: 1912, Status: OK
[2025-01-01 04:48:00] Temperature: 23.5°C, Voltage: 3.72V, Current: 1.38A, Signal_Strength: -73dBm, Antenna_Angle: 318.28°, Roll: -0.81°, Pitch: 1.01°, Yaw: 124.75°, Packets_Sent: 1983, Status: OK
[2025-01-01 04:49:00] Temperature: 26.1°C, Voltage: 3.75V, Current: 1.22A, Signal_Strength: -69dBm, Antenna_Angle: 312.15°, Roll: 0.06°, Pitch: 1.42°, Yaw: 230.27°, Packets_Sent: 1277, Status: OK
[2025-01-01 04:50:00] Temperature: 33.2°C, Voltage: 3.64V, Current: 0.55A, Signal_Strength: -67dBm, Antenna_Angle: 108.82°, Roll: -1.66°, Pitch: 1.63°, Yaw: 4.33°, Packets_Sent: 1314, Status: OK
[2025-01-01 04:51:00] Temperature: 35.1°C, Voltage: 3.52V, Current: 1.15A, Signal_Strength: -54dBm, Antenna_Angle: 86.95°, Roll: 1.03°, Pitch: -0.04°, Yaw: 226.65°, Packets_Sent: 1164, Status: OK
[2025-01-01 04:52:00] Temperature: 28.1°C, Voltage: 3.59V, Current: 0.88A, Signal_Strength: -73dBm, Antenna_Angle: 45.82°, Roll: -0.10°, Pitch: -1.10°, Yaw: 115.37°, Packets_Sent: 1631, Status: OK
[2025-01-01 04:53:00] Temperature: 18.2°C, Voltage: 3.64V, Current: 0.51A, Signal_Strength: -48dBm, Antenna_Angle: 146.26°, Roll: -0.64°, Pitch: 0.73°, Yaw: 208.83°, Packets_Sent: 1116, Status: OK
[2025-01-01 04:54:00] Temperature: 32.3°C, Voltage: 3.80V, Current: 1.07A, Signal_Strength: -70dBm, Antenna_Angle: 254.80°, Roll: 1.85°, Pitch: -0.62°, Yaw: 336.14°, Packets_Sent: 1184, Status: OK
[2025-01-01 04:55:00] Temperature: 41.5°C, Voltage: 3.78V, Current: 0.64A, Signal_Strength: -68dBm, Antenna_Angle: 18.19°, Roll: -0.11°, Pitch: 1.42°, Yaw: 194.25°, Packets_Sent: 1222, Status: OK
[2025-01-01 04:56:00] Temperature: 41.6°C, Voltage: 3.65V, Current: 1.38A, Signal_Strength: -51dBm, Antenna_Angle: 170.33°, Roll: 0.82°, Pitch: 1.33°, Yaw: 25.15°, Packets_Sent: 1340, Status: OK
[2025-01-01 04:57:00] Temperature: 40.9°C, Voltage: 3.80V, Current: 0.64A, Signal_Strength: -47dBm, Antenna_Angle: 247.91°, Roll: -1.41°, Pitch: -0.23°, Yaw: 215.80°, Packets_Sent: 1124, Status: OK
[2025-01-01 04:58:00] Temperature: 38.6°C, Voltage: 3.58V, Current: 1.13A, Signal_Strength: -72dBm, Antenna_Angle: 103.61°, Roll: -1.66°, Pitch: 0.96°, Yaw: 151.71°, Packets_Sent: 1270, Status: OK
[2025-01-01 04:59:00] Temperature: 44.5°C, Voltage: 3.46V, Current: 1.42A, Signal_Strength: -63dBm, Antenna_Angle: 235.23°, Roll: 0.39°, Pitch: -1.82°, Yaw: 258.16°, Packets_Sent: 1566, Status: OK
[2025-01-01 05:00:00] Temperature: 20.7°C, Voltage: 3.55V, Current: 0.64A, Signal_Strength: -67dBm, Antenna_Angle: 90.35°, Roll: 0.99°, Pitch: 0.25°, Yaw: 285.97°, Packets_Sent: 1228, Status: OK
[2025-01-01 05:01:00] Temperature: 22.6°C, Voltage: 3.51V, Current: 1.24A, Signal_Strength: -47dBm, Antenna_Angle: 2.68°, Roll: -0.15°, Pitch: -1.40°, Yaw: 331.14°, Packets_Sent: 1015, Status: OK
[2025-01-01 05:02:00] Temperature: 26.9°C, Voltage: 3.65V, Current: 0.75A, Signal_Strength: -61dBm, Antenna_Angle: 16.90°, Roll: 1.61°, Pitch: 1.68°, Yaw: 331.82°, Packets_Sent: 1938, Status: OK
[2025-01-01 05:03:00] Temperature: 79.2°C, Voltage: 3.19V, Current: 1.41A, Signal_Strength: -105dBm, Antenna_Angle: 270.21°, Roll: -1.84°, Pitch: -1.83°, Yaw: 15.62°, Packets_Sent: 1346, Status: Critical
[2025-01-01 05:04:00] Temperature: 36.9°C, Voltage: 3.62V, Current: 1.45A, Signal_Strength: -47dBm, Antenna_Angle: 318.49°, Roll: -0.39°, Pitch: 0.21°, Yaw: 43.41°, Packets_Sent: 1480, Status: OK
[2025-01-01 05:05:00] Temperature: 34.7°C, Voltage: 3.84V, Current: 1.12A, Signal_Strength: -68dBm, Antenna_Angle: 98.72°, Roll: 0.55°, Pitch: -1.12°, Yaw: 256.22°, Packets_Sent: 1762, Status: OK
[2025-01-01 05:06:00] Temperature: 25.6°C, Voltage: 3.77V, Current: 1.24A, Signal_Strength: -63dBm, Antenna_Angle: 310.98°, Roll: 1.75°, Pitch: 1.08°, Yaw: 120.30°, Packets_Sent: 1483, Status: OK
[2025-01-01 05:07:00] Temperature: 37.0°C, Voltage: 3.58V, Current: 0.91A, Signal_Strength: -60dBm, Antenna_Angle: 112.89°, Roll: 1.27°, Pitch: 0.06°, Yaw: 38.96°, Packets_Sent: 1039, Status: OK
[2025-01-01 05:08:00] Temperature: 44.8°C, Voltage: 3.09V, Current: 1.14A, Signal_Strength: -64dBm, Antenna_Angle: 294.12°, Roll: 1.65°, Pitch: -0.37°, Yaw: 284.06°, Packets_Sent: 1639, Status: Warning
[2025-01-01 05:09:00] Temperature: 28.4°C, Voltage: 3.58V, Current: 0.60A, Signal_Strength: -50dBm, Antenna_Angle: 265.23°, Roll: -0.97°, Pitch: -1.44°, Yaw: 3.13°, Packets_Sent: 1956, Status: OK
[2025-01-01 05:10:00] Temperature: 44.1°C, Voltage: 3.50V, Current: 0.50A, Signal_Strength: -67dBm, Antenna_Angle: 127.12°, Roll: 1.36°, Pitch: -1.21°, Yaw: 230.82°, Packets_Sent: 1654, Status: OK
[2025-01-01 05:11:00] Temperature: 26.9°C, Voltage: 3.47V, Current: 0.48A, Signal_Strength: -71dBm, Antenna_Angle: 154.67°, Roll: -1.77°, Pitch: 0.48°, Yaw: 169.87°, Packets_Sent: 1338, Status: OK
[2025-01-01 05:12:00] Temperature: 21.6°C, Voltage: 3.64V, Current: 0.60A, Signal_Strength: -58dBm, Antenna_Angle: 43.87°, Roll: -0.55°, Pitch: 1.03°, Yaw: 112.10°, Packets_Sent: 1310, Status: OK
[2025-01-01 05:13:00] Temperature: 88.5°C, Voltage: 3.00V, Current: 1.07A, Signal_Strength: -98dBm, Antenna_Angle: 31.30°, Roll: 0.27°, Pitch: 1.59°, Yaw: 200.51°, Packets_Sent: 1525, Status: Critical
[2025-01-01 05:14:00] Temperature: 85.1°C, Voltage: 2.79V, Current: 1.00A, Signal_Strength: -104dBm, Antenna_Angle: 76.47°, Roll: 1.01°, Pitch: -0.39°, Yaw: 247.33°, Packets_Sent: 1502, Status: Critical
[2025-01-01 05:15:00] Temperature: 44.4°C, Voltage: 3.60V, Current: 0.74A, Signal_Strength: -58dBm, Antenna_Angle: 155.31°, Roll: 0.72°, Pitch: 0.26°, Yaw: 111.34°, Packets_Sent: 909, Status: OK
[2025-01-01 05:16:00] Temperature: 30.2°C, Voltage: 3.80V, Current: 1.22A, Signal_Strength: -48dBm, Antenna_Angle: 5.90°, Roll: -0.66°, Pitch: -1.28°, Yaw: 283.36°, Packets_Sent: 1569, Status: OK
[2025-01-01 05:17:00] Temperature: 32.1°C, Voltage: 3.77V, Current: 0.81A, Signal_Strength: -58dBm, Antenna_Angle: 306.09°, Roll: 1.23°, Pitch: 1.11°, Yaw: 117.86°, Packets_Sent: 1331, Status: OK
[2025-01-01 05:18:00] Temperature: 19.8°C, Voltage: 3.55V, Current: 1.44A, Signal_Strength: -53dBm, Antenna_Angle: 317.50°, Roll: -0.11°, Pitch: -1.78°, Yaw: 245.52°, Packets_Sent: 1239, Status: OK
[2025-01-01 05:19:00] Temperature: 20.8°C, Voltage: 3.72V, Current: 0.67A, Signal_Strength: -56dBm, Antenna_Angle: 315.08°, Roll: -0.34°, Pitch: -1.58°, Yaw: 127.23°, Packets_Sent: 1781, Status: OK
[2025-01-01 05:20:00] Temperature: 23.9°C, Voltage: 3.74V, Current: 0.82A, Signal_Strength: -59dBm, Antenna_Angle: 352.91°, Roll: -0.42°, Pitch: 0.01°, Yaw: 197.60°, Packets_Sent: 1951, Status: OK
[2025-01-01 05:21:00] Temperature: 37.4°C, Voltage: 3.73V, Current: 1.45A, Signal_Strength: -47dBm, Antenna_Angle: 221.78°, Roll: -0.91°, Pitch: -1.00°, Yaw: 321.88°, Packets_Sent: 1246, Status: OK
[2025-01-01 05:22:00] Temperature: 15.6°C, Voltage: 3.55V, Current: 1.43A, Signal_Strength: -52dBm, Antenna_Angle: 243.29°, Roll: -1.67°, Pitch: 1.83°, Yaw: 223.76°, Packets_Sent: 1637, Status: OK
[2025-01-01 05:23:00] Temperature: 39.0°C, Voltage: 3.54V, Current: 0.73A, Signal_Strength: -74dBm, Antenna_Angle: 202.12°, Roll: 0.78°, Pitch: -1.06°, Yaw: 36.54°, Packets_Sent: 1366, Status: OK
[2025-01-01 05:24:00] Temperature: 15.8°C, Voltage: 3.61V, Current: 1.22A, Signal_Strength: -67dBm, Antenna_Angle: 151.49°, Roll: 1.22°, Pitch: 0.58°, Yaw: 284.39°, Packets_Sent: 1039, Status: OK
[2025-01-01 05:25:00] Temperature: 44.0°C, Voltage: 3.69V, Current: 1.26A, Signal_Strength: -56dBm, Antenna_Angle: 219.57°, Roll: -1.64°, Pitch: 0.69°, Yaw: 56.79°, Packets_Sent: 904, Status: OK
[2025-01-01 05:26:00] Temperature: 15.8°C, Voltage: 3.60V, Current: 0.51A, Signal_Strength: -52dBm, Antenna_Angle: 64.94°, Roll: 0.51°, Pitch: -1.04°, Yaw: 35.79°, Packets_Sent: 912, Status: OK
[2025-01-01 05:27:00] Temperature: 17.2°C, Voltage: 3.53V, Current: 1.30A, Signal_Strength: -63dBm, Antenna_Angle: 273.54°, Roll: 0.72°, Pitch: -0.84°, Yaw: 1.75°, Packets_Sent: 1344, Status: OK
[2025-01-01 05:28:00] Temperature: 17.4°C, Voltage: 3.64V, Current: 0.60A, Signal_Strength: -71dBm, Antenna_Angle: 214.12°, Roll: -0.06°, Pitch: -1.86°, Yaw: 40.46°, Packets_Sent: 1773, Status: OK
[2025-01-01 05:29:00] Temperature: 33.1°C, Voltage: 3.81V, Current: 1.44A, Signal_Strength: -72dBm, Antenna_Angle: 278.37°, Roll: 0.54°, Pitch: -0.40°, Yaw: 207.10°, Packets_Sent: 1895, Status: OK
