--- RISAT-2BR1 Logs ---
[2025-01-01 00:00:00] Temperature: 34.5°C, Voltage: 3.60V, Current: 1.08A, Signal_Strength: -52dBm, Antenna_Angle: 343.65°, Roll: 0.12°, Pitch: 0.53°, Yaw: 178.76°, Packets_Sent: 962, Status: OK
[2025-01-01 03:40:00] Temperature: 18.1°C, Voltage: 3.51V, Current: 1.44A, Signal_Strength: -66dBm, Antenna_Angle: 306.05°, Roll: -1.17°, Pitch: 1.19°, Yaw: 195.49°, Packets_Sent: 1320, Status: OK
[2025-01-01 03:41:00] Temperature: 43.7°C, Voltage: 3.46V, Current: 1.44A, Signal_Strength: -54dBm, Antenna_Angle: 208.09°, Roll: 0.51°, Pitch: 1.98°, Yaw: 201.10°, Packets_Sent: 1240, Status: OK
[2025-01-01 03:42:00] Temperature: 21.7°C, Voltage: 3.81V, Current: 1.35A, Signal_Strength: -51dBm, Antenna_Angle: 14.15°, Roll: 0.73°, Pitch: 0.09°, Yaw: 72.98°, Packets_Sent: 1866, Status: OK
[2025-01-01 03:43:00] Temperature: 91.9°C, Voltage: 2.93V, Current: 1.48A, Signal_Strength: -108dBm, Antenna_Angle: 104.62°, Roll: -1.40°, Pitch: -1.99°, Yaw: 48.14°, Packets_Sent: 1614, Status: Critical
[2025-01-01 03:44:00] Temperature: 29.1°C, Voltage: 3.78V, Current: 0.48A, Signal_Strength: -100dBm, Antenna_Angle: 57.66°, Roll: 1.05°, Pitch: -1.16°, Yaw: 142.40°, Packets_Sent: 1780, Status: Critical
[2025-01-01 03:45:00] Temperature: 17.7°C, Voltage: 3.73V, Current: 0.42A, Signal_Strength: -64dBm, Antenna_Angle: 29.07°, Roll: -1.54°, Pitch: -0.79°, Yaw: 193.59°, Packets_Sent: 1951, Status: OK
[2025-01-01 03:46:00] Temperature: 18.9°C, Voltage: 3.62V, Current: 0.59A, Signal_Strength: -54dBm, Antenna_Angle: 4.63°, Roll: -1.96°, Pitch: -0.19°, Yaw: 46.44°, Packets_Sent: 1756, Status: OK
[2025-01-01 03:47:00] Temperature: 19.6°C, Voltage: 3.71V, Current: 0.65A, Signal_Strength: -54dBm, Antenna_Angle: 68.54°, Roll: 0.73°, Pitch: 1.51°, Yaw: 230.30°, Packets_Sent: 1456, Status: OK
[2025-01-01 03:48:00] Temperature: 28.7°C, Voltage: 3.77V, Current: 1.03A, Signal_Strength: -46dBm, Antenna_Angle: 276.30°, Roll: 1.40°, Pitch: 0.24°, Yaw: 311.20°, Packets_Sent: 1189, Status: OK
[2025-01-01 03:49:00] Temperature: 27.5°C, Voltage: 3.17V, Current: 0.54A, Signal_Strength: -50dBm, Antenna_Angle: 282.43°, Roll: 1.34°, Pitch: -0.12°, Yaw: 243.38°, Packets_Sent: 1689, Status: Warning
[2025-01-01 03:50:00] Temperature: 22.6°C, Voltage: 3.56V, Current: 0.68A, Signal_Strength: -47dBm, Antenna_Angle: 140.23°, Roll: -0.44°, Pitch: 0.32°, Yaw: 1.54°, Packets_Sent: 1792, Status: OK
[2025-01-01 03:51:00] Temperature: 23.6°C, Voltage: 3.77V, Current: 0.76A, Signal_Strength: -74dBm, Antenna_Angle: 118.51°, Roll: -0.04°, Pitch: -0.80°, Yaw: 208.83°, Packets_Sent: 1094, Status: OK
[2025-01-01 03:52:00] Temperature: 35.8°C, Voltage: 3.66V, Current: 1.04A, Signal_Strength: -66dBm, Antenna_Angle: 42.84°, Roll: -0.73°, Pitch: -1.93°, Yaw: 219.54°, Packets_Sent: 912, Status: OK
[2025-01-01 03:53:00] Temperature: 33.5°C, Voltage: 3.84V, Current: 0.86A, Signal_Strength: -53dBm, Antenna_Angle: 278.21°, Roll: -0.68°, Pitch: -1.35°, Yaw: 119.31°, Packets_Sent: 1150, Status: OK
[2025-01-01 03:54:00] Temperature: 22.3°C, Voltage: 3.52V, Current: 1.13A, Signal_Strength: -46dBm, Antenna_Angle: 336.75°, Roll: 0.01°, Pitch: 0.19°, Yaw: 354.27°, Packets_Sent: 1564, Status: OK
[2025-01-01 03:55:00] Temperature: 34.1°C, Voltage: 3.54V, Current: 1.41A, Signal_Strength: -53dBm, Antenna_Angle: 343.66°, Roll: -0.01°, Pitch: -0.38°, Yaw: 337.82°, Packets_Sent: 1526, Status: OK
[2025-01-01 03:56:00] Temperature: 35.3°C, Voltage: 3.69V, Current: 0.45A, Signal_Strength: -72dBm, Antenna_Angle: 41.69°, Roll: 1.11°, Pitch: 1.27°, Yaw: 114.96°, Packets_Sent: 1575, Status: OK
[2025-01-01 03:57:00] Temperature: 40.0°C, Voltage: 3.64V, Current: 1.17A, Signal_Strength: -58dBm, Antenna_Angle: 63.78°, Roll: -1.12°, Pitch: 1.93°, Yaw: 99.49°, Packets_Sent: 982, Status: OK
[2025-01-01 03:58:00] Temperature: 44.1°C, Voltage: 3.46V, Current: 1.40A, Signal_Strength: -64dBm, Antenna_Angle: 324.86°, Roll: -1.97°, Pitch: 1.04°, Yaw: 169.51°, Packets_Sent: 1939, Status: OK
[2025-01-01 03:59:00] Temperature: 28.0°C, Voltage: 3.77V, Current: 1.33A, Signal_Strength: -66dBm, Antenna_Angle: 324.38°, Roll: 0.44°, Pitch: 1.57°, Yaw: 132.47°, Packets_Sent: 1264, Status: OK
[2025-01-01 04:00:00] Temperature: 43.8°C, Voltage: 3.76V, Current: 1.13A, Signal_Strength: -64dBm, Antenna_Angle: 316.53°, Roll: -0.70°, Pitch: 1.17°, Yaw: 202.87°, Packets_Sent: 992, Status: OK
[2025-01-01 04:01:00] Temperature: 28.3°C, Voltage: 3.69V, Current: 1.48A, Signal_Strength: -72dBm, Antenna_Angle: 245.02°, Roll: 1.96°, Pitch: 1.19°, Yaw: 80.46°, Packets_Sent: 1819, Status: OK
[2025-01-01 04:02:00] Temperature: 37.8°C, Voltage: 3.64V, Current: 1.47A, Signal_Strength: -62dBm, Antenna_Angle: 90.04°, Roll: -1.65°, Pitch: -0.44°, Yaw: 197.81°, Packets_Sent: 1113, Status: OK
[2025-01-01 04:03:00] Temperature: 40.5°C, Voltage: 3.84V, Current: 1.03A, Signal_Strength: -48dBm, Antenna_Angle: 14.03°, Roll: 1.51°, Pitch: 0.64°, Yaw: 347.12°, Packets_Sent: 1123, Status: OK
[2025-01-01 04:04:00] Temperature: 38.3°C, Voltage: 3.53V, Current: 1.18A, Signal_Strength: -57dBm, Antenna_Angle: 135.34°, Roll: 1.66°, Pitch: -1.22°, Yaw: 165.06°, Packets_Sent: 915, Status: OK
[2025-01-01 04:05:00] Temperature: 17.1°C, Voltage: 3.72V, Current: 1.10A, Signal_Strength: -48dBm, Antenna_Angle: 211.21°, Roll: -1.97°, Pitch: 1.95°, Yaw: 178.50°, Packets_Sent: 1365, Status: OK
[2025-01-01 04:06:00] Temperature: 18.2°C, Voltage: 3.50V, Current: 0.67A, Signal_Strength: -50dBm, Antenna_Angle: 217.54°, Roll: 0.31°, Pitch: 1.44°, Yaw: 213.98°, Packets_Sent: 1881, Status: OK
[2025-01-01 04:07:00] Temperature: 34.0°C, Voltage: 3.82V, Current: 1.17A, Signal_Strength: -47dBm, Antenna_Angle: 328.44°, Roll: -1.16°, Pitch: 0.71°, Yaw: 269.33°, Packets_Sent: 1351, Status: OK
[2025-01-01 04:08:00] Temperature: 35.3°C, Voltage: 3.80V, Current: 0.56A, Signal_Strength: -64dBm, Antenna_Angle: 231.37°, Roll: -0.41°, Pitch: 0.61°, Yaw: 196.59°, Packets_Sent: 1948, Status: OK
[2025-01-01 04:09:00] Temperature: 38.3°C, Voltage: 3.84V, Current: 0.91A, Signal_Strength: -54dBm, Antenna_Angle: 18.41°, Roll: 0.58°, Pitch: -0.12°, Yaw: 178.71°, Packets_Sent: 917, Status: OK
[2025-01-01 04:10:00] Temperature: 32.5°C, Voltage: 3.69V, Current: 1.26A, Signal_Strength: -53dBm, Antenna_Angle: 296.58°, Roll: -0.75°, Pitch: 0.74°, Yaw: 231.32°, Packets_Sent: 1466, Status: OK
[2025-01-01 04:11:00] Temperature: 39.0°C, Voltage: 3.56V, Current: 1.33A, Signal_Strength: -74dBm, Antenna_Angle: 145.07°, Roll: 0.98°, Pitch: -1.46°, Yaw: 230.48°, Packets_Sent: 1248, Status: OK
[2025-01-01 04:12:00] Temperature: 23.5°C, Voltage: 3.54V, Current: 1.25A, Signal_Strength: -50dBm, Antenna_Angle: 357.66°, Roll: 0.76°, Pitch: -1.88°, Yaw: 288.11°, Packets_Sent: 1123, Status: OK
[2025-01-01 04:13:00] Temperature: 25.2°C, Voltage: 3.71V, Current: 0.97A, Signal_Strength: -47dBm, Antenna_Angle: 185.66°, Roll: -0.15°, Pitch: 0.42°, Yaw: 281.81°, Packets_Sent: 1010, Status: OK
[2025-01-01 04:14:00] Temperature: 25.9°C, Voltage: 3.79V, Current: 0.90A, Signal_Strength: -52dBm, Antenna_Angle: 331.89°, Roll: -0.68°, Pitch: 0.66°, Yaw: 287.04°, Packets_Sent: 1917, Status: OK
[2025-01-01 04:15:00] Temperature: 29.3°C, Voltage: 3.57V, Current: 1.31A, Signal_Strength: -45dBm, Antenna_Angle: 243.78°, Roll: 1.36°, Pitch: 0.77°, Yaw: 20.44°, Packets_Sent: 1901, Status: OK
[2025-01-01 04:16:00] Temperature: 35.1°C, Voltage: 3.77V, Current: 1.32A, Signal_Strength: -61dBm, Antenna_Angle: 139.65°, Roll: -0.73°, Pitch: -1.90°, Yaw: 225.50°, Packets_Sent: 1295, Status: OK
[2025-01-01 04:17:00] Temperature: 31.0°C, Voltage: 3.61V, Current: 0.57A, Signal_Strength: -69dBm, Antenna_Angle: 257.57°, Roll: -0.71°, Pitch: -1.95°, Yaw: 325.50°, Packets_Sent: 1926, Status: OK
[2025-01-01 04:18:00] Temperature: 32.6°C, Voltage: 3.59V, Current: 1.45A, Signal_Strength: -65dBm, Antenna_Angle: 275.69°, Roll: -1.10°, Pitch: 1.06°, Yaw: 346.31°, Packets_Sent: 1283, Status: OK
[2025-01-01 04:19:00] Temperature: 35.5°C, Voltage: 3.61V, Current: 0.62A, Signal_Strength: -61dBm, Antenna_Angle: 112.88°, Roll: 1.24°, Pitch: -0.86°, Yaw: 162.17°, Packets_Sent: 1577, Status: OK
[2025-01-01 04:20:00] Temperature: 35.7°C, Voltage: 3.09V, Current: 1.47A, Signal_Strength: -68dBm, Antenna_Angle: 173.54°, Roll: -0.83°, Pitch: 1.17°, Yaw: 118.70°, Packets_Sent: 1053, Status: Warning
[2025-01-01 04:21:00] Temperature: 24.4°C, Voltage: 3.59V, Current: 0.90A, Signal_Strength: -45dBm, Antenna_Angle: 328.76°, Roll: -1.85°, Pitch: -0.36°, Yaw: 169.29°, Packets_Sent: 1204, Status: OK
[2025-01-01 04:22:00] Temperature: 27.5°C, Voltage: 3.57V, Current: 1.43A, Signal_Strength: -51dBm, Antenna_Angle: 202.89°, Roll: 1.20°, Pitch: -1.56°, Yaw: 57.64°, Packets_Sent: 1862, Status: OK
[2025-01-01 04:23:00] Temperature: 22.5°C, Voltage: 3.72V, Current: 0.50A, Signal_Strength: -56dBm, Antenna_Angle: 171.93°, Roll: 1.37°, Pitch: -0.70°, Yaw: 157.53°, Packets_Sent: 929, Status: OK
[2025-01-01 04:24:00] Temperature: 42.2°C, Voltage: 3.52V, Current: 0.56A, Signal_Strength: -46dBm, Antenna_Angle: 233.67°, Roll: -0.54°, Pitch: -0.82°, Yaw: 150.92°, Packets_Sent: 954, Status: OK
[2025-01-01 04:25:00] Temperature: 22.4°C, Voltage: 3.45V, Current: 0.68A, Signal_Strength: -64dBm, Antenna_Angle: 292.05°, Roll: 0.32°, Pitch: -1.80°, Yaw: 349.02°, Packets_Sent: 1596, Status: OK
[2025-01-01 04:26:00] Temperature: 25.0°C, Voltage: 3.45V, Current: 0.95A, Signal_Strength: -52dBm, Antenna_Angle: 218.05°, Roll: 1.69°, Pitch: -1.13°, Yaw: 232.61°, Packets_Sent: 1538, Status: OK
[2025-01-01 04:27:00] Temperature: 40.7°C, Voltage: 3.53V, Current: 1.20A, Signal_Strength: -73dBm, Antenna_Angle: 244.21°, Roll: -1.86°, Pitch: 0.08°, Yaw: 249.93°, Packets_Sent: 1741, Status: OK
[2025-01-01 04:28:00] Temperature: 27.0°C, Voltage: 3.60V, Current: 1.13A, Signal_Strength: -50dBm, Antenna_Angle: 51.16°, Roll: 1.56°, Pitch: 0.25°, Yaw: 66.15°, Packets_Sent: 1768, Status: OK
[2025-01-01 04:29:00] Temperature: 19.5°C, Voltage: 3.68V, Current: 0.81A, Signal_Strength: -65dBm, Antenna_Angle: 8.41°, Roll: -0.17°, Pitch: 0.42°, Yaw: 155.40°, Packets_Sent: 1113, Status: OK
[2025-01-01 04:30:00] Temperature: 28.9°C, Voltage: 3.82V, Current: 0.47A, Signal_Strength: -65dBm, Antenna_Angle: 38.81°, Roll: -1.78°, Pitch: 0.34°, Yaw: 75.16°, Packets_Sent: 979, Status: OK
[2025-01-01 04:31:00] Temperature: 16.0°C, Voltage: 3.62V, Current: 0.92A, Signal_Strength: -70dBm, Antenna_Angle: 41.22°, Roll: 0.91°, Pitch: 0.20°, Yaw: 69.71°, Packets_Sent: 1273, Status: OK
[2025-01-01 04:32:00] Temperature: 35.6°C, Voltage: 3.54V, Current: 1.21A, Signal_Strength: -49dBm, Antenna_Angle: 26.12°, Roll: 0.31°, Pitch: -0.49°, Yaw: 233.56°, Packets_Sent: 1222, Status: OK
[2025-01-01 04:33:00] Temperature: 15.1°C, Voltage: 3.58V, Current: 0.43A, Signal_Strength: -72dBm, Antenna_Angle: 62.40°, Roll: -1.83°, Pitch: -1.78°, Yaw: 201.32°, Packets_Sent: 1755, Status: OK
[2025-01-01 04:34:00] Temperature: 30.3°C, Voltage: 3.71V, Current: 0.89A, Signal_Strength: -67dBm, Antenna_Angle: 163.45°, Roll: -0.74°, Pitch: 0.48°, Yaw: 116.69°, Packets_Sent: 1010, Status: OK
[2025-01-01 04:35:00] Temperature: 31.1°C, Voltage: 3.63V, Current: 0.58A, Signal_Strength: -59dBm, Antenna_Angle: 52.30°, Roll: -1.23°, Pitch: -1.36°, Yaw: 237.68°, Packets_Sent: 1719, Status: OK
[2025-01-01 04:36:00] Temperature: 37.4°C, Voltage: 3.46V, Current: 0.49A, Signal_Strength: -45dBm, Antenna_Angle: 151.70°, Roll: 1.61°, Pitch: -0.97°, Yaw: 253.32°, Packets_Sent: 1008, Status: OK
[2025-01-01 04:37:00] Temperature: 32.4°C, Voltage: 3.50V, Current: 1.37A, Signal_Strength: -60dBm, Antenna_Angle: 4.73°, Roll: 1.27°, Pitch: 1.29°, Yaw: 232.82°, Packets_Sent: 1753, Status: OK
[2025-01-01 04:38:00] Temperature: 43.5°C, Voltage: 3.63V, Current: 1.16A, Signal_Strength: -67dBm, Antenna_Angle: 293.96°, Roll: -1.29°, Pitch: -0.16°, Yaw: 163.09°, Packets_Sent: 1601, Status: OK
[2025-01-01 04:39:00] Temperature: 22.5°C, Voltage: 3.65V, Current: 1.40A, Signal_Strength: -67dBm, Antenna_Angle: 158.94°, Roll: -0.33°, Pitch: -0.09°, Yaw: 164.93°, Packets_Sent: 1458, Status: OK
[2025-01-01 04:40:00] Temperature: 44.8°C, Voltage: 3.48V, Current: 1.40A, Signal_Strength: -60dBm, Antenna_Angle: 218.39°, Roll: 0.18°, Pitch: -1.38°, Yaw: 188.08°, Packets_Sent: 1213, Status: OK
[2025-01-01 04:41:00] Temperature: 19.1°C, Voltage: 3.77V, Current: 0.56A, Signal_Strength: -63dBm, Antenna_Angle: 259.03°, Roll: -0.97°, Pitch: -0.25°, Yaw: 0.47°, Packets_Sent: 1673, Status: OK
[2025-01-01 04:42:00] Temperature: 29.8°C, Voltage: 3.71V, Current: 1.44A, Signal_Strength: -74dBm, Antenna_Angle: 139.39°, Roll: 0.17°, Pitch: -1.96°, Yaw: 72.45°, Packets_Sent: 1714, Status: OK
[2025-01-01 04:43:00] Temperature: 43.9°C, Voltage: 3.61V, Current: 0.74A, Signal_Strength: -61dBm, Antenna_Angle: 313.17°, Roll: 0.54°, Pitch: -1.42°, Yaw: 209.74°, Packets_Sent: 1653, Status: OK
[2025-01-01 04:44:00] Temperature: 18.7°C, Voltage: 3.52V, Current: 1.24A, Signal_Strength: -67dBm, Antenna_Angle: 200.39°, Roll: -1.05°, Pitch: -0.51°, Yaw: 246.84°, Packets_Sent: 1639, Status: OK
[2025-01-01 04:45:00] Temperature: 27.0°C, Voltage: 3.46V, Current: 1.03A, Signal_Strength: -72dBm, Antenna_Angle: 222.04°, Roll: 0.22°, Pitch: 0.09°, Yaw: 0.99°, Packets_Sent: 1435, Status: OK
[2025-01-01 04:46:00] Temperature: 29.1°C, Voltage: 3.73V, Current: 1.26A, Signal_Strength: -54dBm, Antenna_Angle: 174.92°, Roll: -0.53°, Pitch: -1.84°, Yaw: 168.24°, Packets_Sent: 1110, Status: OK
[2025-01-01 04:47:00] Temperature: 43.5°C, Voltage: 3.64V, Current: 0.71A, Signal_Strength: -66dBm, Antenna_Angle: 80.97°, Roll: 0.93°, Pitch: 0.39°, Yaw: 163.08°, Packets_Sent: 1663, Status: OK
[2025-01-01 04:48:00] Temperature: 42.4°C, Voltage: 3.61V, Current: 1.14A, Signal_Strength: -65dBm, Antenna_Angle: 24.25°, Roll: 1.71°, Pitch: 0.28°, Yaw: 0.18°, Packets_Sent: 971, Status: OK
[2025-01-01 04:49:00] Temperature: 16.5°C, Voltage: 3.49V, Current: 1.01A, Signal_Strength: -64dBm, Antenna_Angle: 261.54°, Roll: -0.51°, Pitch: -1.41°, Yaw: 239.44°, Packets_Sent: 924, Status: OK
[2025-01-01 04:50:00] Temperature: 19.9°C, Voltage: 3.76V, Current: 1.09A, Signal_Strength: -54dBm, Antenna_Angle: 222.39°, Roll: -1.67°, Pitch: 1.96°, Yaw: 61.97°, Packets_Sent: 967, Status: OK
[2025-01-01 04:51:00] Temperature: 29.1°C, Voltage: 3.81V, Current: 1.27A, Signal_Strength: -61dBm, Antenna_Angle: 233.43°, Roll: 0.56°, Pitch: 1.47°, Yaw: 152.01°, Packets_Sent: 1583, Status: OK
[2025-01-01 04:52:00] Temperature: 37.5°C, Voltage: 3.63V, Current: 0.74A, Signal_Strength: -50dBm, Antenna_Angle: 60.12°, Roll: -0.47°, Pitch: 0.71°, Yaw: 221.58°, Packets_Sent: 1209, Status: OK
[2025-01-01 04:53:00] Temperature: 35.1°C, Voltage: 3.52V, Current: 0.71A, Signal_Strength: -63dBm, Antenna_Angle: 40.68°, Roll: -0.24°, Pitch: -1.84°, Yaw: 285.60°, Packets_Sent: 1332, Status: OK
[2025-01-01 04:54:00] Temperature: 26.0°C, Voltage: 3.81V, Current: 1.49A, Signal_Strength: -68dBm, Antenna_Angle: 337.47°, Roll: 1.47°, Pitch: 1.16°, Yaw: 286.63°, Packets_Sent: 1370, Status: OK
[2025-01-01 04:55:00] Temperature: 32.2°C, Voltage: 3.76V, Current: 1.07A, Signal_Strength: -64dBm, Antenna_Angle: 41.48°, Roll: 1.07°, Pitch: -1.98°, Yaw: 190.86°, Packets_Sent: 1671, Status: OK
[2025-01-01 04:56:00] Temperature: 38.0°C, Voltage: 3.77V, Current: 0.90A, Signal_Strength: -57dBm, Antenna_Angle: 16.71°, Roll: 0.08°, Pitch: 0.46°, Yaw: 140.75°, Packets_Sent: 1643, Status: OK
[2025-01-01 04:57:00] Temperature: 23.3°C, Voltage: 3.69V, Current: 0.44A, Signal_Strength: -73dBm, Antenna_Angle: 344.15°, Roll: 0.01°, Pitch: -1.32°, Yaw: 264.40°, Packets_Sent: 1591, Status: OK
[2025-01-01 04:58:00] Temperature: 28.3°C, Voltage: 3.56V, Current: 0.43A, Signal_Strength: -56dBm, Antenna_Angle: 200.82°, Roll: -1.27°, Pitch: -0.50°, Yaw: 87.65°, Packets_Sent: 1328, Status: OK
[2025-01-01 04:59:00] Temperature: 28.2°C, Voltage: 3.69V, Current: 0.51A, Signal_Strength: -72dBm, Antenna_Angle: 248.92°, Roll: 1.64°, Pitch: 0.07°, Yaw: 288.24°, Packets_Sent: 1016, Status: OK
[2025-01-01 05:00:00] Temperature: 43.9°C, Voltage: 3.55V, Current: 1.15A, Signal_Strength: -48dBm, Antenna_Angle: 219.48°, Roll: 0.39°, Pitch: 1.27°, Yaw: 27.49°, Packets_Sent: 1558, Status: OK
[2025-01-01 05:01:00] Temperature: 87.9°C, Voltage: 3.50V, Current: 1.13A, Signal_Strength: -73dBm, Antenna_Angle: 237.26°, Roll: 0.60°, Pitch: 0.77°, Yaw: 306.50°, Packets_Sent: 1306, Status: Critical
[2025-01-01 05:02:00] Temperature: 19.4°C, Voltage: 3.79V, Current: 0.69A, Signal_Strength: -65dBm, Antenna_Angle: 348.40°, Roll: 0.65°, Pitch: -1.46°, Yaw: 120.58°, Packets_Sent: 1914, Status: OK
[2025-01-01 05:03:00] Temperature: 31.4°C, Voltage: 3.52V, Current: 1.03A, Signal_Strength: -49dBm, Antenna_Angle: 333.79°, Roll: 0.87°, Pitch: -1.44°, Yaw: 23.12°, Packets_Sent: 1108, Status: OK
[2025-01-01 05:04:00] Temperature: 23.5°C, Voltage: 3.84V, Current: 0.68A, Signal_Strength: -53dBm, Antenna_Angle: 100.81°, Roll: -0.45°, Pitch: -0.82°, Yaw: 210.19°, Packets_Sent: 1524, Status: OK
[2025-01-01 05:05:00] Temperature: 43.8°C, Voltage: 3.64V, Current: 1.00A, Signal_Strength: -67dBm, Antenna_Angle: 170.79°, Roll: -1.68°, Pitch: -0.28°, Yaw: 164.88°, Packets_Sent: 1269, Status: OK
[2025-01-01 05:06:00] Temperature: 31.1°C, Voltage: 3.77V, Current: 0.78A, Signal_Strength: -71dBm, Antenna_Angle: 299.58°, Roll: -0.30°, Pitch: 1.46°, Yaw: 302.00°, Packets_Sent: 1270, Status: OK
[2025-01-01 05:07:00] Temperature: 30.1°C, Voltage: 3.71V, Current: 0.90A, Signal_Strength: -45dBm, Antenna_Angle: 188.90°, Roll: -0.68°, Pitch: -0.88°, Yaw: 184.57°, Packets_Sent: 1863, Status: OK
[2025-01-01 05:08:00] Temperature: 37.8°C, Voltage: 3.84V, Current: 0.66A, Signal_Strength: -75dBm, Antenna_Angle: 330.50°, Roll: 0.89°, Pitch: 0.32°, Yaw: 249.08°, Packets_Sent: 1178, Status: OK
[2025-01-01 05:09:00] Temperature: 44.8°C, Voltage: 3.82V, Current: 1.16A, Signal_Strength: -46dBm, Antenna_Angle: 156.58°, Roll: -0.67°, Pitch: 1.96°, Yaw: 355.62°, Packets_Sent: 1829, Status: OK
[2025-01-01 05:10:00] Temperature: 22.5°C, Voltage: 3.81V, Current: 0.97A, Signal_Strength: -74dBm, Antenna_Angle: 55.15°, Roll: 1.37°, Pitch: 0.11°, Yaw: 283.54°, Packets_Sent: 1470, Status: OK
[2025-01-01 05:11:00] Temperature: 22.3°C, Voltage: 3.74V, Current: 1.14A, Signal_Strength: -63dBm, Antenna_Angle: 331.59°, Roll: 1.92°, Pitch: -0.36°, Yaw: 289.19°, Packets_Sent: 1043, Status: OK
[2025-01-01 05:12:00] Temperature: 19.0°C, Voltage: 3.82V, Current: 1.35A, Signal_Strength: -73dBm, Antenna_Angle: 339.07°, Roll: -1.89°, Pitch: -0.32°, Yaw: 220.78°, Packets_Sent: 1853, Status: OK
[2025-01-01 05:13:00] Temperature: 41.0°C, Voltage: 3.84V, Current: 0.51A, Signal_Strength: -74dBm, Antenna_Angle: 254.35°, Roll: 0.54°, Pitch: -0.80°, Yaw: 89.30°, Packets_Sent: 1820, Status: OK
[2025-01-01 05:14:00] Temperature: 28.2°C, Voltage: 3.72V, Current: 1.29A, Signal_Strength: -48dBm, Antenna_Angle: 257.56°, Roll: -1.73°, Pitch: -0.34°, Yaw: 233.53°, Packets_Sent: 1907, Status: OK
[2025-01-01 05:15:00] Temperature: 28.7°C, Voltage: 3.01V, Current: 0.86A, Signal_Strength: -49dBm, Antenna_Angle: 287.92°, Roll: -1.48°, Pitch: -1.69°, Yaw: 195.69°, Packets_Sent: 1115, Status: Warning
[2025-01-01 05:16:00] Temperature: 29.6°C, Voltage: 3.75V, Current: 0.45A, Signal_Strength: -63dBm, Antenna_Angle: 27.93°, Roll: -0.61°, Pitch: 1.45°, Yaw: 119.28°, Packets_Sent: 1511, Status: OK
[2025-01-01 05:17:00] Temperature: 21.9°C, Voltage: 3.62V, Current: 1.18A, Signal_Strength: -66dBm, Antenna_Angle: 188.23°, Roll: -1.34°, Pitch: 1.42°, Yaw: 245.03°, Packets_Sent: 958, Status: OK
[2025-01-01 05:18:00] Temperature: 19.2°C, Voltage: 3.83V, Current: 1.41A, Signal_Strength: -59dBm, Antenna_Angle: 194.50°, Roll: 0.34°, Pitch: 1.65°, Yaw: 113.79°, Packets_Sent: 1786, Status: OK
[2025-01-01 05:19:00] Temperature: 23.2°C, Voltage: 3.69V, Current: 1.19A, Signal_Strength: -59dBm, Antenna_Angle: 111.66°, Roll: 0.01°, Pitch: -1.37°, Yaw: 249.36°, Packets_Sent: 1999, Status: OK
[2025-01-01 05:20:00] Temperature: 23.6°C, Voltage: 3.80V, Current: 0.76A, Signal_Strength: -74dBm, Antenna_Angle: 28.53°, Roll: 1.36°, Pitch: -1.33°, Yaw: 222.08°, Packets_Sent: 1351, Status: OK
[2025-01-01 05:21:00] Temperature: 42.1°C, Voltage: 3.49V, Current: 1.21A, Signal_Strength: -49dBm, Antenna_Angle: 75.46°, Roll: 1.67°, Pitch: -1.17°, Yaw: 155.73°, Packets_Sent: 1226, Status: OK
[2025-01-01 05:22:00] Temperature: 28.1°C, Voltage: 3.57V, Current: 1.27A, Signal_Strength: -47dBm, Antenna_Angle: 269.62°, Roll: -1.46°, Pitch: 1.78°, Yaw: 252.87°, Packets_Sent: 1697, Status: OK
[2025-01-01 05:23:00] Temperature: 20.6°C, Voltage: 3.51V, Current: 0.91A, Signal_Strength: -64dBm, Antenna_Angle: 10.46°, Roll: -1.40°, Pitch: 0.02°, Yaw: 328.59°, Packets_Sent: 1398, Status: OK
[2025-01-01 05:24:00] Temperature: 21.8°C, Voltage: 3.56V, Current: 1.47A, Signal_Strength: -46dBm, Antenna_Angle: 2.61°, Roll: 0.66°, Pitch: -1.09°, Yaw: 79.87°, Packets_Sent: 1272, Status: OK
[2025-01-01 05:25:00] Temperature: 25.4°C, Voltage: 3.80V, Current: 1.23A, Signal_Strength: -46dBm, Antenna_Angle: 253.52°, Roll: -1.03°, Pitch: 1.56°, Yaw: 62.45°, Packets_Sent: 1883, Status: OK
[2025-01-01 05:26:00] Temperature: 18.9°C, Voltage: 3.77V, Current: 1.32A, Signal_Strength: -60dBm, Antenna_Angle: 256.97°, Roll: -1.78°, Pitch: -0.68°, Yaw: 122.27°, Packets_Sent: 974, Status: OK
[2025-01-01 05:27:00] Temperature: 32.5°C, Voltage: 3.54V, Current: 1.44A, Signal_Strength: -52dBm, Antenna_Angle: 79.42°, Roll: -1.32°, Pitch: -0.62°, Yaw: 332.80°, Packets_Sent: 1159, Status: OK
[2025-01-01 05:28:00] Temperature: 42.3°C, Voltage: 3.57V, Current: 0.58A, Signal_Strength: -67dBm, Antenna_Angle: 274.78°, Roll: -0.68°, Pitch: -0.65°, Yaw: 326.96°, Packets_Sent: 1212, Status: OK
[2025-01-01 05:29:00] Temperature: 36.8°C, Voltage: 3.73V, Current: 0.65A, Signal_Strength: -58dBm, Antenna_Angle: 161.95°, Roll: 0.60°, Pitch: -0.83°, Yaw: 37.44°, Packets_Sent: 1838, Status: OK
