--- Cartosat-2E Logs ---
[2025-01-01 00:00:00] Temperature: 34.8°C, Voltage: 3.66V, Current: 1.13A, Signal_Strength: -74dBm, Antenna_Angle: 274.67°, Roll: 1.64°, Pitch: 1.02°, Yaw: 121.04°, Packets_Sent: 953, Status: OK
[2025-01-01 03:40:00] Temperature: 31.1°C, Voltage: 3.78V, Current: 1.15A, Signal_Strength: -62dBm, Antenna_Angle: 183.01°, Roll: 0.03°, Pitch: 0.72°, Yaw: 16.10°, Packets_Sent: 1265, Status: OK
[2025-01-01 03:41:00] Temperature: 28.7°C, Voltage: 3.52V, Current: 0.64A, Signal_Strength: -65dBm, Antenna_Angle: 257.05°, Roll: -1.17°, Pitch: 0.56°, Yaw: 5.61°, Packets_Sent: 1914, Status: OK
[2025-01-01 03:42:00] Temperature: 21.2°C, Voltage: 3.73V, Current: 1.42A, Signal_Strength: -75dBm, Antenna_Angle: 86.54°, Roll: 1.94°, Pitch: 1.95°, Yaw: 297.56°, Packets_Sent: 1577, Status: OK
[2025-01-01 03:43:00] Temperature: 40.1°C, Voltage: 3.47V, Current: 0.56A, Signal_Strength: -68dBm, Antenna_Angle: 240.67°, Roll: 0.72°, Pitch: 0.84°, Yaw: 324.74°, Packets_Sent: 1765, Status: OK
[2025-01-01 03:44:00] Temperature: 43.2°C, Voltage: 3.71V, Current: 1.41A, Signal_Strength: -63dBm, Antenna_Angle: 3.68°, Roll: -0.49°, Pitch: 1.37°, Yaw: 68.22°, Packets_Sent: 1747, Status: OK
[2025-01-01 03:45:00] Temperature: 22.6°C, Voltage: 3.45V, Current: 1.16A, Signal_Strength: -74dBm, Antenna_Angle: 276.16°, Roll: 0.65°, Pitch: -1.11°, Yaw: 229.53°, Packets_Sent: 1163, Status: OK
[2025-01-01 03:46:00] Temperature: 42.1°C, Voltage: 3.65V, Current: 0.60A, Signal_Strength: -65dBm, Antenna_Angle: 339.65°, Roll: 1.82°, Pitch: 0.86°, Yaw: 250.20°, Packets_Sent: 1425, Status: OK
[2025-01-01 03:47:00] Temperature: 23.6°C, Voltage: 3.79V, Current: 0.69A, Signal_Strength: -52dBm, Antenna_Angle: 142.16°, Roll: 1.80°, Pitch: 0.22°, Yaw: 179.26°, Packets_Sent: 1313, Status: OK
[2025-01-01 03:48:00] Temperature: 44.9°C, Voltage: 3.64V, Current: 0.52A, Signal_Strength: -68dBm, Antenna_Angle: 299.91°, Roll: -1.67°, Pitch: 0.77°, Yaw: 24.26°, Packets_Sent: 1277, Status: OK
[2025-01-01 03:49:00] Temperature: 26.1°C, Voltage: 3.75V, Current: 0.89A, Signal_Strength: -52dBm, Antenna_Angle: 238.63°, Roll: 1.07°, Pitch: -1.24°, Yaw: 75.75°, Packets_Sent: 1931, Status: OK
[2025-01-01 03:50:00] Temperature: 32.1°C, Voltage: 3.83V, Current: 0.78A, Signal_Strength: -46dBm, Antenna_Angle: 331.85°, Roll: -0.15°, Pitch: 1.61°, Yaw: 20.31°, Packets_Sent: 1617, Status: OK
[2025-01-01 03:51:00] Temperature: 43.4°C, Voltage: 3.65V, Current: 0.65A, Signal_Strength: -56dBm, Antenna_Angle: 120.92°, Roll: -1.90°, Pitch: -0.24°, Yaw: 303.62°, Packets_Sent: 1798, Status: OK
[2025-01-01 03:52:00] Temperature: 23.6°C, Voltage: 3.51V, Current: 1.00A, Signal_Strength: -65dBm, Antenna_Angle: 40.09°, Roll: -0.36°, Pitch: 0.14°, Yaw: 222.68°, Packets_Sent: 1033, Status: OK
[2025-01-01 03:53:00] Temperature: 43.0°C, Voltage: 3.60V, Current: 0.56A, Signal_Strength: -72dBm, Antenna_Angle: 84.12°, Roll: -1.99°, Pitch: -1.77°, Yaw: 139.51°, Packets_Sent: 1680, Status: OK
[2025-01-01 03:54:00] Temperature: 40.7°C, Voltage: 3.75V, Current: 0.44A, Signal_Strength: -59dBm, Antenna_Angle: 7.13°, Roll: 1.75°, Pitch: 0.58°, Yaw: 101.69°, Packets_Sent: 1875, Status: OK
[2025-01-01 03:55:00] Temperature: 28.5°C, Voltage: 3.75V, Current: 1.15A, Signal_Strength: -57dBm, Antenna_Angle: 124.25°, Roll: -0.08°, Pitch: 1.59°, Yaw: 163.52°, Packets_Sent: 1831, Status: OK
[2025-01-01 03:56:00] Temperature: 21.7°C, Voltage: 3.56V, Current: 1.20A, Signal_Strength: -46dBm, Antenna_Angle: 139.84°, Roll: 1.53°, Pitch: -0.53°, Yaw: 7.54°, Packets_Sent: 1426, Status: OK
[2025-01-01 03:57:00] Temperature: 19.3°C, Voltage: 3.63V, Current: 1.18A, Signal_Strength: -59dBm, Antenna_Angle: 81.71°, Roll: -1.50°, Pitch: 0.51°, Yaw: 74.91°, Packets_Sent: 1723, Status: OK
[2025-01-01 03:58:00] Temperature: 41.5°C, Voltage: 3.63V, Current: 0.90A, Signal_Strength: -46dBm, Antenna_Angle: 166.86°, Roll: -0.70°, Pitch: -0.40°, Yaw: 260.38°, Packets_Sent: 1591, Status: OK
[2025-01-01 03:59:00] Temperature: 21.5°C, Voltage: 3.53V, Current: 0.61A, Signal_Strength: -49dBm, Antenna_Angle: 237.35°, Roll: 1.60°, Pitch: 0.19°, Yaw: 275.02°, Packets_Sent: 1644, Status: OK
[2025-01-01 04:00:00] Temperature: 34.3°C, Voltage: 3.54V, Current: 0.56A, Signal_Strength: -72dBm, Antenna_Angle: 234.80°, Roll: 1.62°, Pitch: 1.82°, Yaw: 313.23°, Packets_Sent: 1515, Status: OK
[2025-01-01 04:01:00] Temperature: 21.0°C, Voltage: 3.59V, Current: 1.38A, Signal_Strength: -55dBm, Antenna_Angle: 337.35°, Roll: -1.28°, Pitch: -0.23°, Yaw: 249.82°, Packets_Sent: 1784, Status: OK
[2025-01-01 04:02:00] Temperature: 35.0°C, Voltage: 3.56V, Current: 1.22A, Signal_Strength: -58dBm, Antenna_Angle: 56.11°, Roll: 0.30°, Pitch: 1.20°, Yaw: 54.24°, Packets_Sent: 1723, Status: OK
[2025-01-01 04:03:00] Temperature: 22.4°C, Voltage: 3.75V, Current: 1.24A, Signal_Strength: -60dBm, Antenna_Angle: 219.72°, Roll: 0.94°, Pitch: 1.50°, Yaw: 243.42°, Packets_Sent: 1986, Status: OK
[2025-01-01 04:04:00] Temperature: 17.6°C, Voltage: 3.45V, Current: 1.35A, Signal_Strength: -73dBm, Antenna_Angle: 306.93°, Roll: 1.73°, Pitch: -0.57°, Yaw: 267.68°, Packets_Sent: 1541, Status: OK
[2025-01-01 04:05:00] Temperature: 24.2°C, Voltage: 3.48V, Current: 1.09A, Signal_Strength: -66dBm, Antenna_Angle: 325.62°, Roll: -0.10°, Pitch: 0.81°, Yaw: 104.30°, Packets_Sent: 1814, Status: OK
[2025-01-01 04:06:00] Temperature: 31.9°C, Voltage: 3.81V, Current: 0.57A, Signal_Strength: -63dBm, Antenna_Angle: 191.62°, Roll: -1.37°, Pitch: 0.21°, Yaw: 169.04°, Packets_Sent: 1739, Status: OK
[2025-01-01 04:07:00] Temperature: 35.7°C, Voltage: 3.81V, Current: 1.47A, Signal_Strength: -55dBm, Antenna_Angle: 52.79°, Roll: -1.61°, Pitch: -1.84°, Yaw: 316.87°, Packets_Sent: 1811, Status: OK
[2025-01-01 04:08:00] Temperature: 29.3°C, Voltage: 3.76V, Current: 1.04A, Signal_Strength: -45dBm, Antenna_Angle: 130.45°, Roll: 0.34°, Pitch: -1.27°, Yaw: 321.83°, Packets_Sent: 1803, Status: OK
[2025-01-01 04:09:00] Temperature: 43.4°C, Voltage: 3.68V, Current: 1.37A, Signal_Strength: -45dBm, Antenna_Angle: 319.13°, Roll: -1.29°, Pitch: 0.50°, Yaw: 243.85°, Packets_Sent: 1041, Status: OK
[2025-01-01 04:10:00] Temperature: 18.3°C, Voltage: 3.82V, Current: 1.46A, Signal_Strength: -69dBm, Antenna_Angle: 228.31°, Roll: 0.85°, Pitch: 1.80°, Yaw: 29.91°, Packets_Sent: 1498, Status: OK
[2025-01-01 04:11:00] Temperature: 39.0°C, Voltage: 3.46V, Current: 1.38A, Signal_Strength: -62dBm, Antenna_Angle: 60.86°, Roll: -1.23°, Pitch: -0.88°, Yaw: 187.35°, Packets_Sent: 1417, Status: OK
[2025-01-01 04:12:00] Temperature: 29.7°C, Voltage: 3.81V, Current: 0.46A, Signal_Strength: -68dBm, Antenna_Angle: 110.39°, Roll: 1.98°, Pitch: -0.65°, Yaw: 98.22°, Packets_Sent: 1819, Status: OK
[2025-01-01 04:13:00] Temperature: 34.7°C, Voltage: 3.71V, Current: 0.77A, Signal_Strength: -74dBm, Antenna_Angle: 313.93°, Roll: 0.94°, Pitch: -1.92°, Yaw: 137.04°, Packets_Sent: 921, Status: OK
[2025-01-01 04:14:00] Temperature: 26.4°C, Voltage: 3.46V, Current: 1.14A, Signal_Strength: -54dBm, Antenna_Angle: 120.83°, Roll: 1.41°, Pitch: 1.14°, Yaw: 146.59°, Packets_Sent: 1949, Status: OK
[2025-01-01 04:15:00] Temperature: 43.3°C, Voltage: 3.74V, Current: 1.01A, Signal_Strength: -60dBm, Antenna_Angle: 96.00°, Roll: 1.68°, Pitch: -1.66°, Yaw: 239.83°, Packets_Sent: 1821, Status: OK
[2025-01-01 04:16:00] Temperature: 30.3°C, Voltage: 3.50V, Current: 1.29A, Signal_Strength: -51dBm, Antenna_Angle: 38.54°, Roll: -1.29°, Pitch: -1.74°, Yaw: 205.88°, Packets_Sent: 1052, Status: OK
[2025-01-01 04:17:00] Temperature: 17.6°C, Voltage: 3.48V, Current: 1.20A, Signal_Strength: -53dBm, Antenna_Angle: 122.81°, Roll: -1.38°, Pitch: 0.50°, Yaw: 313.68°, Packets_Sent: 1044, Status: OK
[2025-01-01 04:18:00] Temperature: 41.2°C, Voltage: 3.76V, Current: 0.52A, Signal_Strength: -71dBm, Antenna_Angle: 253.49°, Roll: 1.67°, Pitch: 1.71°, Yaw: 66.81°, Packets_Sent: 1308, Status: OK
[2025-01-01 04:19:00] Temperature: 17.7°C, Voltage: 3.62V, Current: 1.15A, Signal_Strength: -69dBm, Antenna_Angle: 258.11°, Roll: -0.72°, Pitch: 0.12°, Yaw: 171.37°, Packets_Sent: 1692, Status: OK
[2025-01-01 04:20:00] Temperature: 44.6°C, Voltage: 3.69V, Current: 0.60A, Signal_Strength: -66dBm, Antenna_Angle: 243.41°, Roll: -0.23°, Pitch: 0.03°, Yaw: 28.64°, Packets_Sent: 1025, Status: OK
[2025-01-01 04:21:00] Temperature: 22.9°C, Voltage: 3.80V, Current: 1.03A, Signal_Strength: -69dBm, Antenna_Angle: 44.64°, Roll: -1.25°, Pitch: 1.39°, Yaw: 272.26°, Packets_Sent: 1055, Status: OK
[2025-01-01 04:22:00] Temperature: 26.8°C, Voltage: 3.78V, Current: 0.73A, Signal_Strength: -63dBm, Antenna_Angle: 230.61°, Roll: -0.29°, Pitch: 1.30°, Yaw: 264.75°, Packets_Sent: 1346, Status: OK
[2025-01-01 04:23:00] Temperature: 34.6°C, Voltage: 3.84V, Current: 0.68A, Signal_Strength: -52dBm, Antenna_Angle: 23.27°, Roll: -0.02°, Pitch: 1.61°, Yaw: 21.74°, Packets_Sent: 1028, Status: OK
[2025-01-01 04:24:00] Temperature: 27.9°C, Voltage: 3.72V, Current: 1.39A, Signal_Strength: -62dBm, Antenna_Angle: 351.77°, Roll: -0.73°, Pitch: 1.09°, Yaw: 329.20°, Packets_Sent: 1080, Status: OK
[2025-01-01 04:25:00] Temperature: 33.2°C, Voltage: 3.83V, Current: 1.03A, Signal_Strength: -53dBm, Antenna_Angle: 114.86°, Roll: 0.97°, Pitch: -0.08°, Yaw: 179.89°, Packets_Sent: 1633, Status: OK
[2025-01-01 04:26:00] Temperature: 24.4°C, Voltage: 3.85V, Current: 0.61A, Signal_Strength: -57dBm, Antenna_Angle: 15.37°, Roll: -0.36°, Pitch: 1.52°, Yaw: 116.77°, Packets_Sent: 1622, Status: OK
[2025-01-01 04:27:00] Temperature: 43.4°C, Voltage: 3.61V, Current: 1.36A, Signal_Strength: -61dBm, Antenna_Angle: 54.97°, Roll: -0.32°, Pitch: -1.90°, Yaw: 50.19°, Packets_Sent: 1689, Status: OK
[2025-01-01 04:28:00] Temperature: 78.0°C, Voltage: 2.80V, Current: 0.84A, Signal_Strength: -110dBm, Antenna_Angle: 284.89°, Roll: -1.40°, Pitch: 1.78°, Yaw: 78.12°, Packets_Sent: 1253, Status: Critical
[2025-01-01 04:29:00] Temperature: 26.8°C, Voltage: 3.57V, Current: 1.45A, Signal_Strength: -59dBm, Antenna_Angle: 81.98°, Roll: 0.43°, Pitch: -0.00°, Yaw: 156.63°, Packets_Sent: 1896, Status: OK
[2025-01-01 04:30:00] Temperature: 29.6°C, Voltage: 3.72V, Current: 0.79A, Signal_Strength: -72dBm, Antenna_Angle: 343.05°, Roll: 0.43°, Pitch: -1.43°, Yaw: 186.75°, Packets_Sent: 1876, Status: OK
[2025-01-01 04:31:00] Temperature: 21.5°C, Voltage: 3.65V, Current: 1.45A, Signal_Strength: -56dBm, Antenna_Angle: 121.89°, Roll: 0.74°, Pitch: -0.28°, Yaw: 43.86°, Packets_Sent: 1536, Status: OK
[2025-01-01 04:32:00] Temperature: 23.5°C, Voltage: 3.74V, Current: 1.29A, Signal_Strength: -49dBm, Antenna_Angle: 133.04°, Roll: -1.75°, Pitch: -0.21°, Yaw: 150.12°, Packets_Sent: 1869, Status: OK
[2025-01-01 04:33:00] Temperature: 24.8°C, Voltage: 3.54V, Current: 1.36A, Signal_Strength: -66dBm, Antenna_Angle: 329.66°, Roll: 1.15°, Pitch: 0.22°, Yaw: 207.79°, Packets_Sent: 1875, Status: OK
[2025-01-01 04:34:00] Temperature: 20.8°C, Voltage: 3.50V, Current: 0.75A, Signal_Strength: -56dBm, Antenna_Angle: 349.60°, Roll: 0.83°, Pitch: 0.44°, Yaw: 292.79°, Packets_Sent: 1368, Status: OK
[2025-01-01 04:35:00] Temperature: 31.9°C, Voltage: 3.81V, Current: 0.74A, Signal_Strength: -49dBm, Antenna_Angle: 138.29°, Roll: 0.49°, Pitch: -1.67°, Yaw: 176.73°, Packets_Sent: 1203, Status: OK
[2025-01-01 04:36:00] Temperature: 41.7°C, Voltage: 3.83V, Current: 0.69A, Signal_Strength: -62dBm, Antenna_Angle: 279.87°, Roll: 0.85°, Pitch: -0.54°, Yaw: 279.99°, Packets_Sent: 1465, Status: OK
[2025-01-01 04:37:00] Temperature: 21.7°C, Voltage: 3.45V, Current: 0.79A, Signal_Strength: -56dBm, Antenna_Angle: 202.27°, Roll: 1.83°, Pitch: -0.06°, Yaw: 113.10°, Packets_Sent: 1458, Status: OK
[2025-01-01 04:38:00] Temperature: 21.0°C, Voltage: 3.77V, Current: 0.61A, Signal_Strength: -47dBm, Antenna_Angle: 217.82°, Roll: 0.93°, Pitch: 0.94°, Yaw: 70.18°, Packets_Sent: 1505, Status: OK
[2025-01-01 04:39:00] Temperature: 23.5°C, Voltage: 3.77V, Current: 0.87A, Signal_Strength: -50dBm, Antenna_Angle: 3.93°, Roll: -1.18°, Pitch: -0.82°, Yaw: 10.38°, Packets_Sent: 1434, Status: OK
[2025-01-01 04:40:00] Temperature: 27.6°C, Voltage: 3.60V, Current: 1.25A, Signal_Strength: -45dBm, Antenna_Angle: 160.80°, Roll: 0.22°, Pitch: 0.38°, Yaw: 273.04°, Packets_Sent: 1682, Status: OK
[2025-01-01 04:41:00] Temperature: 23.2°C, Voltage: 3.56V, Current: 1.18A, Signal_Strength: -61dBm, Antenna_Angle: 58.64°, Roll: -0.71°, Pitch: -1.93°, Yaw: 18.87°, Packets_Sent: 1163, Status: OK
[2025-01-01 04:42:00] Temperature: 29.3°C, Voltage: 3.51V, Current: 1.31A, Signal_Strength: -64dBm, Antenna_Angle: 9.17°, Roll: 0.59°, Pitch: -0.42°, Yaw: 117.58°, Packets_Sent: 1789, Status: OK
[2025-01-01 04:43:00] Temperature: 16.0°C, Voltage: 3.56V, Current: 1.02A, Signal_Strength: -58dBm, Antenna_Angle: 317.96°, Roll: 0.89°, Pitch: 0.85°, Yaw: 178.80°, Packets_Sent: 1014, Status: OK
[2025-01-01 04:44:00] Temperature: 19.2°C, Voltage: 3.49V, Current: 0.58A, Signal_Strength: -54dBm, Antenna_Angle: 33.07°, Roll: 1.89°, Pitch: -0.65°, Yaw: 148.55°, Packets_Sent: 1637, Status: OK
[2025-01-01 04:45:00] Temperature: 29.8°C, Voltage: 3.67V, Current: 0.98A, Signal_Strength: -56dBm, Antenna_Angle: 142.55°, Roll: 0.19°, Pitch: -1.64°, Yaw: 74.61°, Packets_Sent: 1217, Status: OK
[2025-01-01 04:46:00] Temperature: 37.9°C, Voltage: 3.12V, Current: 0.65A, Signal_Strength: -73dBm, Antenna_Angle: 246.06°, Roll: -1.79°, Pitch: 1.37°, Yaw: 81.18°, Packets_Sent: 949, Status: Warning
[2025-01-01 04:47:00] Temperature: 43.5°C, Voltage: 3.83V, Current: 0.55A, Signal_Strength: -65dBm, Antenna_Angle: 139.51°, Roll: -1.92°, Pitch: 1.06°, Yaw: 177.20°, Packets_Sent: 1710, Status: OK
[2025-01-01 04:48:00] Temperature: 35.9°C, Voltage: 3.67V, Current: 0.44A, Signal_Strength: -57dBm, Antenna_Angle: 75.18°, Roll: -1.97°, Pitch: 0.81°, Yaw: 209.36°, Packets_Sent: 1906, Status: OK
[2025-01-01 04:49:00] Temperature: 42.0°C, Voltage: 3.52V, Current: 0.63A, Signal_Strength: -59dBm, Antenna_Angle: 329.46°, Roll: -0.94°, Pitch: -0.50°, Yaw: 139.83°, Packets_Sent: 1476, Status: OK
[2025-01-01 04:50:00] Temperature: 37.6°C, Voltage: 3.55V, Current: 0.62A, Signal_Strength: -48dBm, Antenna_Angle: 141.34°, Roll: -0.19°, Pitch: -0.22°, Yaw: 348.37°, Packets_Sent: 1484, Status: OK
[2025-01-01 04:51:00] Temperature: 38.1°C, Voltage: 3.53V, Current: 0.52A, Signal_Strength: -63dBm, Antenna_Angle: 38.42°, Roll: -1.20°, Pitch: 0.28°, Yaw: 269.01°, Packets_Sent: 1321, Status: OK
[2025-01-01 04:52:00] Temperature: 35.2°C, Voltage: 3.80V, Current: 1.30A, Signal_Strength: -64dBm, Antenna_Angle: 19.57°, Roll: 0.27°, Pitch: 1.54°, Yaw: 90.84°, Packets_Sent: 1370, Status: OK
[2025-01-01 04:53:00] Temperature: 24.3°C, Voltage: 3.54V, Current: 0.60A, Signal_Strength: -65dBm, Antenna_Angle: 179.85°, Roll: 0.88°, Pitch: -0.17°, Yaw: 140.67°, Packets_Sent: 1695, Status: OK
[2025-01-01 04:54:00] Temperature: 87.4°C, Voltage: 3.64V, Current: 1.06A, Signal_Strength: -51dBm, Antenna_Angle: 240.12°, Roll: -1.69°, Pitch: -1.57°, Yaw: 0.10°, Packets_Sent: 1408, Status: Critical
[2025-01-01 04:55:00] Temperature: 43.4°C, Voltage: 3.82V, Current: 0.73A, Signal_Strength: -64dBm, Antenna_Angle: 204.51°, Roll: -1.61°, Pitch: -0.53°, Yaw: 232.47°, Packets_Sent: 1226, Status: OK
[2025-01-01 04:56:00] Temperature: 37.3°C, Voltage: 3.60V, Current: 0.71A, Signal_Strength: -55dBm, Antenna_Angle: 107.09°, Roll: 1.59°, Pitch: -0.79°, Yaw: 94.58°, Packets_Sent: 971, Status: OK
[2025-01-01 04:57:00] Temperature: 41.6°C, Voltage: 3.77V, Current: 0.63A, Signal_Strength: -47dBm, Antenna_Angle: 267.93°, Roll: 1.52°, Pitch: 1.73°, Yaw: 62.85°, Packets_Sent: 962, Status: OK
[2025-01-01 04:58:00] Temperature: 36.7°C, Voltage: 3.63V, Current: 1.38A, Signal_Strength: -54dBm, Antenna_Angle: 98.33°, Roll: 0.81°, Pitch: -0.08°, Yaw: 263.31°, Packets_Sent: 946, Status: OK
[2025-01-01 04:59:00] Temperature: 17.0°C, Voltage: 3.72V, Current: 0.43A, Signal_Strength: -60dBm, Antenna_Angle: 298.95°, Roll: -1.30°, Pitch: -1.95°, Yaw: 323.06°, Packets_Sent: 1744, Status: OK
[2025-01-01 05:00:00] Temperature: 43.8°C, Voltage: 3.80V, Current: 1.18A, Signal_Strength: -53dBm, Antenna_Angle: 72.97°, Roll: -1.90°, Pitch: -0.91°, Yaw: 313.91°, Packets_Sent: 1447, Status: OK
[2025-01-01 05:01:00] Temperature: 28.4°C, Voltage: 3.45V, Current: 1.12A, Signal_Strength: -49dBm, Antenna_Angle: 300.73°, Roll: 0.24°, Pitch: 0.81°, Yaw: 285.10°, Packets_Sent: 1791, Status: OK
[2025-01-01 05:02:00] Temperature: 37.3°C, Voltage: 3.56V, Current: 0.50A, Signal_Strength: -64dBm, Antenna_Angle: 295.45°, Roll: -0.51°, Pitch: 1.61°, Yaw: 261.42°, Packets_Sent: 1235, Status: OK
[2025-01-01 05:03:00] Temperature: 24.6°C, Voltage: 3.71V, Current: 0.85A, Signal_Strength: -58dBm, Antenna_Angle: 133.96°, Roll: 1.07°, Pitch: -1.41°, Yaw: 242.15°, Packets_Sent: 1611, Status: OK
[2025-01-01 05:04:00] Temperature: 35.3°C, Voltage: 3.61V, Current: 1.46A, Signal_Strength: -72dBm, Antenna_Angle: 91.15°, Roll: -0.67°, Pitch: -0.57°, Yaw: 167.96°, Packets_Sent: 1181, Status: OK
[2025-01-01 05:05:00] Temperature: 40.9°C, Voltage: 3.52V, Current: 0.45A, Signal_Strength: -60dBm, Antenna_Angle: 309.49°, Roll: 0.40°, Pitch: 0.16°, Yaw: 299.52°, Packets_Sent: 1197, Status: OK
[2025-01-01 05:06:00] Temperature: 39.0°C, Voltage: 3.51V, Current: 1.30A, Signal_Strength: -69dBm, Antenna_Angle: 249.55°, Roll: 1.29°, Pitch: 1.52°, Yaw: 356.57°, Packets_Sent: 1067, Status: OK
[2025-01-01 05:07:00] Temperature: 30.6°C, Voltage: 3.68V, Current: 0.68A, Signal_Strength: -58dBm, Antenna_Angle: 339.21°, Roll: 0.74°, Pitch: 1.15°, Yaw: 176.10°, Packets_Sent: 1364, Status: OK
[2025-01-01 05:08:00] Temperature: 40.1°C, Voltage: 3.60V, Current: 1.43A, Signal_Strength: -59dBm, Antenna_Angle: 294.96°, Roll: 0.31°, Pitch: 1.00°, Yaw: 247.60°, Packets_Sent: 1348, Status: OK
[2025-01-01 05:09:00] Temperature: 21.8°C, Voltage: 3.71V, Current: 0.57A, Signal_Strength: -54dBm, Antenna_Angle: 271.19°, Roll: 1.57°, Pitch: 1.88°, Yaw: 287.97°, Packets_Sent: 901, Status: OK
[2025-01-01 05:10:00] Temperature: 77.3°C, Voltage: 3.73V, Current: 0.74A, Signal_Strength: -52dBm, Antenna_Angle: 109.03°, Roll: 0.17°, Pitch: -1.61°, Yaw: 293.21°, Packets_Sent: 1328, Status: Warning
[2025-01-01 05:11:00] Temperature: 21.2°C, Voltage: 3.78V, Current: 1.15A, Signal_Strength: -73dBm, Antenna_Angle: 162.93°, Roll: -0.31°, Pitch: -0.57°, Yaw: 145.08°, Packets_Sent: 1143, Status: OK
[2025-01-01 05:12:00] Temperature: 24.0°C, Voltage: 3.61V, Current: 0.63A, Signal_Strength: -62dBm, Antenna_Angle: 212.28°, Roll: 0.54°, Pitch: 0.37°, Yaw: 244.48°, Packets_Sent: 1879, Status: OK
[2025-01-01 05:13:00] Temperature: 30.0°C, Voltage: 3.59V, Current: 0.68A, Signal_Strength: -61dBm, Antenna_Angle: 287.21°, Roll: -0.31°, Pitch: 0.35°, Yaw: 317.02°, Packets_Sent: 1100, Status: OK
[2025-01-01 05:14:00] Temperature: 35.5°C, Voltage: 3.85V, Current: 0.82A, Signal_Strength: -46dBm, Antenna_Angle: 273.25°, Roll: -0.10°, Pitch: 0.17°, Yaw: 29.87°, Packets_Sent: 1077, Status: OK
[2025-01-01 05:15:00] Temperature: 36.5°C, Voltage: 3.82V, Current: 0.90A, Signal_Strength: -53dBm, Antenna_Angle: 86.89°, Roll: -1.86°, Pitch: -0.76°, Yaw: 279.77°, Packets_Sent: 1861, Status: OK
[2025-01-01 05:16:00] Temperature: 21.5°C, Voltage: 3.61V, Current: 0.41A, Signal_Strength: -71dBm, Antenna_Angle: 310.57°, Roll: 1.74°, Pitch: -0.22°, Yaw: 180.74°, Packets_Sent: 957, Status: OK
[2025-01-01 05:17:00] Temperature: 35.9°C, Voltage: 3.61V, Current: 1.42A, Signal_Strength: -55dBm, Antenna_Angle: 17.54°, Roll: 0.79°, Pitch: -0.04°, Yaw: 324.81°, Packets_Sent: 1140, Status: OK
[2025-01-01 05:18:00] Temperature: 19.9°C, Voltage: 3.57V, Current: 0.76A, Signal_Strength: -72dBm, Antenna_Angle: 55.73°, Roll: -1.20°, Pitch: -0.06°, Yaw: 2.05°, Packets_Sent: 1057, Status: OK
[2025-01-01 05:19:00] Temperature: 39.2°C, Voltage: 3.81V, Current: 1.25A, Signal_Strength: -74dBm, Antenna_Angle: 65.76°, Roll: 1.46°, Pitch: 0.33°, Yaw: 177.60°, Packets_Sent: 1596, Status: OK
[2025-01-01 05:20:00] Temperature: 39.3°C, Voltage: 3.83V, Current: 0.53A, Signal_Strength: -97dBm, Antenna_Angle: 47.52°, Roll: -0.25°, Pitch: -0.53°, Yaw: 251.60°, Packets_Sent: 948, Status: Warning
[2025-01-01 05:21:00] Temperature: 18.2°C, Voltage: 3.64V, Current: 0.71A, Signal_Strength: -58dBm, Antenna_Angle: 152.01°, Roll: -1.65°, Pitch: 1.51°, Yaw: 239.29°, Packets_Sent: 1033, Status: OK
[2025-01-01 05:22:00] Temperature: 30.2°C, Voltage: 3.55V, Current: 1.42A, Signal_Strength: -71dBm, Antenna_Angle: 8.68°, Roll: 0.28°, Pitch: 0.66°, Yaw: 160.59°, Packets_Sent: 1076, Status: OK
[2025-01-01 05:23:00] Temperature: 26.2°C, Voltage: 3.56V, Current: 0.47A, Signal_Strength: -51dBm, Antenna_Angle: 66.78°, Roll: -1.54°, Pitch: -1.84°, Yaw: 72.88°, Packets_Sent: 1746, Status: OK
[2025-01-01 05:24:00] Temperature: 37.4°C, Voltage: 3.61V, Current: 0.81A, Signal_Strength: -60dBm, Antenna_Angle: 4.38°, Roll: 0.66°, Pitch: 0.34°, Yaw: 3.19°, Packets_Sent: 1974, Status: OK
[2025-01-01 05:25:00] Temperature: 19.1°C, Voltage: 3.82V, Current: 1.35A, Signal_Strength: -51dBm, Antenna_Angle: 67.92°, Roll: -0.09°, Pitch: -1.14°, Yaw: 62.07°, Packets_Sent: 1872, Status: OK
[2025-01-01 05:26:00] Temperature: 33.8°C, Voltage: 3.79V, Current: 0.48A, Signal_Strength: -55dBm, Antenna_Angle: 308.82°, Roll: 1.44°, Pitch: -1.73°, Yaw: 184.81°, Packets_Sent: 1197, Status: OK
[2025-01-01 05:27:00] Temperature: 32.0°C, Voltage: 3.55V, Current: 1.23A, Signal_Strength: -95dBm, Antenna_Angle: 130.22°, Roll: 1.31°, Pitch: -0.37°, Yaw: 270.85°, Packets_Sent: 1361, Status: Warning
[2025-01-01 05:28:00] Temperature: 15.8°C, Voltage: 3.72V, Current: 1.42A, Signal_Strength: -63dBm, Antenna_Angle: 218.31°, Roll: 0.99°, Pitch: -1.49°, Yaw: 221.36°, Packets_Sent: 1360, Status: OK
[2025-01-01 05:29:00] Temperature: 41.7°C, Voltage: 3.71V, Current: 1.23A, Signal_Strength: -70dBm, Antenna_Angle: 215.63°, Roll: -0.01°, Pitch: -1.70°, Yaw: 215.93°, Packets_Sent: 1489, Status: OK
